gene_id	chr	start	end	length
FBgn0011205	3L	20384429	20391913	7485
FBgn0264572	3L	20389853	20391387	1535
FBgn0053969	3L	20391685	20393553	1869
FBgn0267237	3L	20395394	20395851	458
FBgn0028978	3L	20396288	20401609	5322
FBgn0267635	3L	20404270	20407558	3289
FBgn0036984	3L	20407103	20410566	3464
FBgn0036985	3L	20413604	20424309	10706
FBgn0036986	3L	20424424	20426071	1648
FBgn0036987	3L	20426199	20427666	1468
FBgn0036988	3L	20427962	20430475	2514
FBgn0029158	3L	20430605	20432361	1757
FBgn0284421	3L	20432468	20435156	2689
FBgn0036990	3L	20435110	20436209	1100
FBgn0036991	3L	20436250	20438370	2121
FBgn0036992	3L	20438166	20439872	1707
FBgn0266686	3L	20439600	20439921	322
FBgn0264571	3L	20439954	20440563	610
FBgn0036993	3L	20442419	20450580	8162
FBgn0036994	3L	20450532	20452864	2333
FBgn0083120	3L	20453293	20454731	1439
FBgn0082949	3L	20454009	20454085	77
FBgn0082948	3L	20454248	20454322	75
FBgn0082947	3L	20454498	20454572	75
FBgn0036995	3L	20454690	20464862	10173
FBgn0036996	3L	20460683	20462274	1592
FBgn0261832	3L	20464714	20466041	1328
FBgn0036997	3L	20466944	20469592	2649
FBgn0052428	3L	20469674	20473723	4050
FBgn0036998	3L	20473783	20474791	1009
FBgn0036999	3L	20474466	20477003	2538
FBgn0037000	3L	20484293	20494921	10629
FBgn0037001	3L	20492082	20497084	5003
FBgn0052425	3L	20497323	20514107	16785
FBgn0037003	3L	20499836	20501500	1665
FBgn0037004	3L	20504186	20505700	1515
FBgn0037005	3L	20506032	20507375	1344
FBgn0037007	3L	20514598	20519393	4796
FBgn0037008	3L	20519590	20520772	1183
FBgn0037009	3L	20521009	20522434	1426
FBgn0287585	3L	20522440	20526174	3735
FBgn0037011	3L	20526576	20527910	1335
FBgn0037012	3L	20527972	20540417	12446
FBgn0037013	3L	20533709	20535335	1627
FBgn0284411	3L	20557218	20557810	593
FBgn0284412	3L	20558197	20558520	324
FBgn0001323	3L	20597141	20620659	23519
FBgn0265895	3L	20623851	20624491	641
FBgn0265894	3L	20626580	20628498	1919
FBgn0265891	3L	20626601	20627624	1024
FBgn0265892	3L	20633020	20633484	465
FBgn0265893	3L	20634172	20634651	480
FBgn0037014	3L	20637199	20640910	3712
FBgn0265896	3L	20652906	20654126	1221
FBgn0001320	3L	20692330	20695378	3049
FBgn0037015	3L	20712838	20719200	6363
FBgn0085289	3L	20714100	20715158	1059
FBgn0264573	3L	20729274	20729656	383
FBgn0037016	3L	20730591	20744508	13918
FBgn0045474	3L	20737569	20739430	1862
FBgn0053912	3L	20754976	20755685	710
FBgn0262896	3L	20758883	20759192	310
FBgn0037017	3L	20768207	20769500	1294
FBgn0040634	3L	20769586	20770138	553
FBgn0037018	3L	20770143	20771507	1365
FBgn0016696	3L	20771528	20776931	5404
FBgn0037019	3L	20776766	20778264	1499
FBgn0037020	3L	20778799	20780378	1580
FBgn0037021	3L	20780350	20786197	5848
FBgn0287615	3L	20785216	20789624	4409
FBgn0037022	3L	20786340	20788137	1798
FBgn0027364	3L	20788886	20792777	3892
FBgn0263844	3L	20795019	20795678	660
FBgn0263845	3L	20795916	20796502	587
FBgn0037023	3L	20797241	20798375	1135
FBgn0037024	3L	20798645	20800081	1437
FBgn0037025	3L	20800410	20806853	6444
FBgn0037026	3L	20806868	20809272	2405
FBgn0037027	3L	20809669	20813332	3664
FBgn0037028	3L	20813353	20816075	2723
FBgn0259243	3L	20816118	20836048	19931
FBgn0086915	3L	20816901	20818027	1127
FBgn0266933	3L	20836112	20837135	1024
FBgn0037030	3L	20836182	20837153	972
FBgn0040636	3L	20837488	20838839	1352
FBgn0267605	3L	20838313	20838700	388
FBgn0027055	3L	20839096	20841576	2481
FBgn0037031	3L	20841987	20844340	2354
FBgn0052432	3L	20844332	20885188	40857
FBgn0265897	3L	20887006	20888002	997
FBgn0259972	3L	20896268	20897417	1150
FBgn0264552	3L	20897557	20898501	945
FBgn0266932	3L	20901854	20902524	671
FBgn0040637	3L	20905795	20906331	537
FBgn0267297	3L	20912890	20913169	280
FBgn0264551	3L	20913158	20913705	548
FBgn0267298	3L	20920802	20921073	272
FBgn0264550	3L	20921182	20921749	568
FBgn0011591	3L	20925891	20949512	23622
FBgn0037035	3L	20927826	20929190	1365
FBgn0266778	3L	20950359	20950783	425
FBgn0037036	3L	20955755	20956750	996
FBgn0037037	3L	20956934	20960660	3727
FBgn0037038	3L	20960398	20961386	989
FBgn0037039	3L	20961537	20962555	1019
FBgn0037040	3L	20962655	20966762	4108
FBgn0053287	3L	20966766	20970745	3980
FBgn0053286	3L	20970812	20974700	3889
FBgn0053283	3L	20978765	20979650	886
FBgn0037042	3L	20991673	20992930	1258
FBgn0003415	3L	20992814	21027434	34621
FBgn0267606	3L	21003707	21004201	495
FBgn0263486	3L	21006379	21006520	142
FBgn0037044	3L	21027915	21030141	2227
FBgn0267451	3L	21028959	21029701	743
FBgn0037045	3L	21030280	21031360	1081
FBgn0028402	3L	21031825	21033561	1737
FBgn0037046	3L	21033554	21034203	650
FBgn0026179	3L	21034535	21075444	40910
FBgn0262482	3L	21065852	21066238	387
FBgn0020294	3L	21075581	21131159	55579
FBgn0053285	3L	21088223	21088989	767
FBgn0267607	3L	21119413	21119801	389
FBgn0264566	3L	21121653	21123415	1763
FBgn0053284	3L	21123753	21124884	1132
FBgn0037050	3L	21131446	21133310	1865
FBgn0037051	3L	21133250	21136353	3104
FBgn0024150	3L	21136447	21171930	35484
FBgn0021760	3L	21172853	21183278	10426
FBgn0270926	3L	21173118	21174973	1856
FBgn0259239	3L	21183313	21193363	10051
FBgn0267613	3L	21194617	21196136	1520
FBgn0041100	3L	21194754	21196853	2100
FBgn0085290	3L	21196831	21197738	908
FBgn0053054	3L	21197411	21202882	5472
FBgn0053056	3L	21198261	21203232	4972
FBgn0037057	3L	21202920	21208092	5173
FBgn0037059	3L	21208148	21210084	1937
FBgn0037060	3L	21210215	21216051	5837
FBgn0037061	3L	21215995	21216839	845
FBgn0028427	3L	21216901	21219240	2340
FBgn0262855	3L	21220400	21223118	2719
FBgn0004865	3L	21226609	21266503	39895
FBgn0262854	3L	21258020	21258758	739
FBgn0037063	3L	21266680	21268335	1656
FBgn0037064	3L	21268392	21270580	2189
FBgn0266655	3L	21268601	21269142	542
FBgn0012034	3L	21270722	21280243	9522
FBgn0027945	3L	21280491	21281506	1016
FBgn0037065	3L	21281752	21285962	4211
FBgn0259785	3L	21286099	21290310	4212
FBgn0037067	3L	21291860	21292800	941
FBgn0037068	3L	21294492	21296698	2207
FBgn0000551	3L	21296763	21297803	1041
FBgn0263841	3L	21298675	21299063	389
FBgn0037069	3L	21300580	21301171	592
FBgn0266981	3L	21301477	21302159	683
FBgn0037070	3L	21301785	21304658	2874
FBgn0267614	3L	21302421	21304135	1715
FBgn0037071	3L	21304697	21306197	1501
FBgn0003042	3L	21306138	21318020	11883
FBgn0267234	3L	21318223	21318650	428
FBgn0086913	3L	21318774	21335027	16254
FBgn0267737	3L	21333010	21333511	502
FBgn0037073	3L	21335215	21338232	3018
FBgn0037074	3L	21337681	21343716	6036
FBgn0052436	3L	21344033	21355049	11017
FBgn0037076	3L	21344768	21349288	4521
FBgn0037078	3L	21355100	21356495	1396
FBgn0052437	3L	21357683	21359867	2185
FBgn0052440	3L	21360179	21361229	1051
FBgn0261258	3L	21382501	21424416	41916
FBgn0267615	3L	21398317	21398941	625
FBgn0002842	3L	21405425	21406738	1314
FBgn0267616	3L	21413303	21413643	341
FBgn0037081	3L	21420388	21433134	12747
FBgn0053288	3L	21427790	21433066	5277
FBgn0005694	3L	21433422	21438639	5218
FBgn0037082	3L	21438628	21441363	2736
FBgn0283479	3L	21442227	21444819	2593
FBgn0267849	3L	21445834	21448128	2295
FBgn0014143	3L	21474133	21476479	2347
FBgn0037085	3L	21484891	21490586	5696
FBgn0037086	3L	21491399	21492773	1375
FBgn0037087	3L	21493083	21493907	825
FBgn0015239	3L	21494019	21497494	3476
FBgn0264554	3L	21496393	21498830	2438
FBgn0264561	3L	21497549	21507538	9990
FBgn0037090	3L	21501421	21503959	2539
FBgn0037092	3L	21507852	21512749	4898
FBgn0026371	3L	21512141	21515887	3747
FBgn0037093	3L	21516306	21522684	6379
FBgn0037094	3L	21523186	21528163	4978
FBgn0052442	3L	21528218	21529333	1116
FBgn0264469	3L	21528546	21529115	570
FBgn0029152	3L	21529959	21533713	3755
FBgn0053289	3L	21534660	21536861	2202
FBgn0015283	3L	21537000	21538582	1583
FBgn0263911	3L	21538859	21539447	589
FBgn0028663	3L	21539862	21541215	1354
FBgn0053290	3L	21542359	21543012	654
FBgn0037098	3L	21543850	21554928	11079
FBgn0037099	3L	21555373	21558226	2854
FBgn0037100	3L	21558974	21562181	3208
FBgn0037101	3L	21565426	21567785	2360
FBgn0037102	3L	21568059	21568898	840
FBgn0052438	3L	21569176	21573523	4348
FBgn0262330	3L	21574014	21574121	108
FBgn0052441	3L	21574131	21575874	1744
FBgn0264567	3L	21576033	21577219	1187
FBgn0285994	3L	21576445	21576683	239
FBgn0261953	3L	21586828	21613349	26522
FBgn0264568	3L	21594597	21595460	864
FBgn0037105	3L	21613797	21617376	3580
FBgn0037106	3L	21617623	21619873	2251
FBgn0037107	3L	21620000	21625647	5648
FBgn0037108	3L	21625806	21628571	2766
FBgn0037109	3L	21628325	21634446	6122
FBgn0037110	3L	21635305	21636251	947
FBgn0267617	3L	21636643	21637314	672
FBgn0043783	3L	21636947	21639060	2114
FBgn0052445	3L	21639359	21640710	1352
FBgn0052446	3L	21640995	21642599	1605
FBgn0267618	3L	21642654	21644202	1549
FBgn0264711	3L	21644958	21666306	21349
FBgn0037114	3L	21666452	21666980	529
FBgn0264708	3L	21667424	21668057	634
FBgn0267580	3L	21668035	21670043	2009
FBgn0262417	3L	21668714	21668802	89
FBgn0037115	3L	21672139	21674518	2380
FBgn0037116	3L	21674394	21679755	5362
FBgn0264710	3L	21678002	21679713	1712
FBgn0037117	3L	21680050	21683231	3182
FBgn0261059	3L	21683098	21684042	945
FBgn0264709	3L	21684000	21684951	952
FBgn0052447	3L	21690612	21706365	15754
FBgn0037120	3L	21724326	21728806	4481
FBgn0037121	3L	21728932	21729694	763
FBgn0037122	3L	21729675	21730454	780
FBgn0037123	3L	21730725	21731550	826
FBgn0037124	3L	21732806	21733487	682
FBgn0037125	3L	21734099	21734788	690
FBgn0264480	3L	21735866	21736201	336
FBgn0037126	3L	21737706	21738430	725
FBgn0037127	3L	21739479	21740309	831
FBgn0037128	3L	21741534	21742441	908
FBgn0037129	3L	21743248	21744269	1022
FBgn0037130	3L	21745359	21770534	25176
FBgn0037131	3L	21757157	21758046	890
FBgn0267619	3L	21767229	21767915	687
FBgn0037133	3L	21769815	21771321	1507
FBgn0267620	3L	21776700	21777160	461
FBgn0000560	3L	21808703	21817600	8898
FBgn0264487	3L	21813005	21813698	694
FBgn0022936	3L	21821997	21823309	1313
FBgn0037134	3L	21823461	21824571	1111
FBgn0037135	3L	21824740	21827856	3117
FBgn0052448	3L	21827774	21828480	707
FBgn0288811	3L	21828638	21829398	761
FBgn0263001	3L	21829541	21830219	679
FBgn0046301	3L	21830544	21832253	1710
FBgn0037137	3L	21832774	21836685	3912
FBgn0037138	3L	21836665	21841356	4692
FBgn0037139	3L	21841808	21842386	579
FBgn0262737	3L	21844788	21932702	87915
FBgn0052449	3L	21854094	21854165	72
FBgn0264470	3L	21884511	21887039	2529
FBgn0267621	3L	21904173	21904862	690
FBgn0037140	3L	21934704	21938636	3933
FBgn0037141	3L	21938634	21941812	3179
FBgn0037142	3L	21942221	21949866	7646
FBgn0037143	3L	21949825	21951550	1726
FBgn0267453	3L	21950101	21951548	1448
FBgn0037144	3L	21955110	21958041	2932
FBgn0085291	3L	21959254	21960503	1250
FBgn0267321	3L	21961871	21962196	326
FBgn0029091	3L	21962401	21969964	7564
FBgn0037146	3L	21972002	21984606	12605
FBgn0000045	3L	21985210	21987190	1981
FBgn0037147	3L	22026230	22028325	2096
FBgn0263249	3L	22029453	22029770	318
FBgn0265898	3L	22029969	22030641	673
FBgn0004514	3L	22035003	22065279	30277
FBgn0037149	3L	22065907	22067216	1310
FBgn0027532	3L	22067270	22071848	4579
FBgn0264727	3L	22072369	22072620	252
FBgn0037150	3L	22073068	22074523	1456
FBgn0037151	3L	22075056	22075756	701
FBgn0000100	3L	22075867	22077487	1621
FBgn0259973	3L	22080322	22080554	233
FBgn0004414	3L	22082720	22083367	648
FBgn0266771	3L	22121932	22122746	815
FBgn0037153	3L	22136090	22247702	111613
FBgn0267633	3L	22176423	22177599	1177
FBgn0267634	3L	22197783	22198241	459
FBgn0266395	3L	22225520	22225878	359
FBgn0028500	3L	22257749	22262921	5173
FBgn0015075	3L	22263369	22266017	2649
FBgn0037156	3L	22265806	22266679	874
FBgn0004179	3L	22267382	22273745	6364
FBgn0286037	3L	22269932	22270220	289
FBgn0025702	3L	22273985	22284335	10351
FBgn0267622	3L	22274083	22275716	1634
FBgn0011771	3L	22284354	22288195	3842
FBgn0027086	3L	22288665	22292810	4146
FBgn0004449	3L	22293044	22407863	114820
FBgn0052450	3L	22329778	22330657	880
FBgn0267625	3L	22345383	22346236	854
FBgn0267624	3L	22348168	22407547	59380
FBgn0267626	3L	22350701	22351500	800
FBgn0267627	3L	22359458	22360868	1411
FBgn0266772	3L	22420855	22421200	346
FBgn0267628	3L	22424469	22424909	441
FBgn0037162	3L	22454373	22455989	1617
FBgn0037163	3L	22458816	22461131	2316
FBgn0037164	3L	22465619	22468076	2458
FBgn0037165	3L	22468862	22469853	992
FBgn0037166	3L	22470556	22473509	2954
FBgn0266931	3L	22473952	22474431	480
FBgn0037167	3L	22474795	22475792	998
FBgn0266979	3L	22496342	22497114	773
FBgn0266980	3L	22498310	22498839	530
FBgn0263004	3L	22501600	22502417	818
FBgn0263036	3L	22502978	22503830	853
FBgn0263035	3L	22503869	22504423	555
FBgn0263034	3L	22504487	22505218	732
FBgn0266978	3L	22510266	22511067	802
FBgn0262182	3L	22518196	22518291	96
FBgn0037169	3L	22548437	22549342	906
FBgn0037170	3L	22550226	22552019	1794
FBgn0286028	3L	22570364	22572033	1670
FBgn0037171	3L	22573114	22637916	64803
FBgn0037172	3L	22606369	22607126	758
FBgn0267629	3L	22607749	22608370	622
FBgn0266930	3L	22643881	22644470	590
FBgn0053766	3L	22645627	22646236	610
FBgn0053767	3L	22646307	22646959	653
FBgn0053768	3L	22647163	22647748	586
FBgn0053769	3L	22647927	22648519	593
FBgn0053770	3L	22648672	22649287	616
FBgn0053771	3L	22649396	22649988	593
FBgn0053772	3L	22651855	22652525	671
FBgn0262951	3L	22665300	22669528	4229
FBgn0262249	3L	22669289	22669380	92
FBgn0037174	3L	22669956	22680034	10079
FBgn0037175	3L	22686360	22687087	728
FBgn0037176	3L	22687222	22688288	1067
FBgn0037177	3L	22691674	22692528	855
FBgn0037178	3L	22693324	22693812	489
FBgn0037179	3L	22694083	22694648	566
FBgn0037180	3L	22695953	22696435	483
FBgn0052453	3L	22697230	22697970	741
FBgn0266591	3L	22699433	22699870	438
FBgn0267947	3L	22708936	22709918	983
FBgn0037181	3L	22712155	22713660	1506
FBgn0037182	3L	22714313	22717577	3265
FBgn0052452	3L	22717728	22719943	2216
FBgn0016034	3L	22721203	22726234	5032
FBgn0037183	3L	22721230	22722091	862
FBgn0037184	3L	22726234	22727789	1556
FBgn0037185	3L	22728111	22733446	5336
FBgn0260481	3L	22729766	22731600	1835
FBgn0037186	3L	22732013	22738420	6408
FBgn0010830	3L	22738602	22741388	2787
FBgn0266656	3L	22738708	22739434	727
FBgn0037188	3L	22741793	22748614	6822
FBgn0052451	3L	22749444	22787631	38188
FBgn0267623	3L	22756796	22757328	533
FBgn0037191	3L	22788439	22789247	809
FBgn0027339	3L	22789233	22835194	45962
FBgn0266977	3L	22836555	22837070	516
FBgn0037195	3L	22837068	22838170	1103
FBgn0267219	3L	22840293	22841302	1010
FBgn0266585	3L	22843264	22843346	83
FBgn0052460	3L	22847725	22847796	72
FBgn0263345	3L	22850111	22854434	4324
FBgn0052462	3L	22852270	22853512	1243
FBgn0052459	3L	22854583	22856059	1477
FBgn0037197	3L	22860787	22861490	704
FBgn0053169	3L	22863864	22864496	633
FBgn0053170	3L	22864497	22867535	3039
FBgn0037199	3L	22867175	22868243	1069
FBgn0010348	3L	22868380	22872231	3852
FBgn0020518	3L	22869546	22869625	80
FBgn0267631	3L	22871813	22872107	295
FBgn0037200	3L	22872200	22873702	1503
FBgn0267630	3L	22872380	22873723	1344
FBgn0044324	3L	22873702	22878984	5283
FBgn0037202	3L	22879089	22880963	1875
FBgn0267632	3L	22879259	22880399	1141
FBgn0037203	3L	22881045	22893821	12777
FBgn0265899	3L	22896127	22896619	493
FBgn0265900	3L	22898191	22898580	390
FBgn0037204	3L	22898744	22900262	1519
FBgn0037205	3L	22901912	22905470	3559
FBgn0267221	3L	22909318	22909687	370
FBgn0037206	3L	22910491	22923532	13042
FBgn0283638	3L	22945116	22945207	92
FBgn0037207	3L	22945657	22952248	6592
FBgn0052461	3L	22954421	22955302	882
FBgn0267322	3L	22960930	22961668	739
FBgn0052457	3L	22987642	22988262	621
FBgn0262509	3L	22998372	23040300	41929
FBgn0024733	3L	23093190	23095471	2282
FBgn0264492	3L	23097072	23103460	6389
FBgn0053217	3L	23126025	23132209	6185
FBgn0084017	3L	23136623	23138271	1649
FBgn0052350	3L	23147656	23150499	2844
FBgn0266657	3L	23149530	23150668	1139
FBgn0054031	3L	23174446	23185750	11305
FBgn0264698	3L	23183599	23183913	315
FBgn0267299	3L	23188103	23188892	790
FBgn0266347	3L	23206669	23287448	80780
FBgn0287606	3L	23266134	23279170	13037
FBgn0010215	3L	23318646	23338100	19455
FBgn0263573	3L	23339228	23339337	110
FBgn0052230	3L	23339326	23345936	6611
FBgn0250816	3L	23554593	23689640	135048
FBgn0266684	3L	23690626	23691668	1043
FBgn0039977	3L	23715023	23716689	1667
FBgn0058298	3L	23726829	23727989	1161
FBgn0267300	3L	23731614	23732177	564
FBgn0040056	3L	23737960	23749058	11099
FBgn0264699	3L	23784231	23787405	3175
FBgn0058470	3L	23839860	23986410	146551
FBgn0264569	3L	23881735	23883142	1408
FBgn0264570	3L	23909119	23910123	1005
FBgn0058053	3L	24009931	24011363	1433
FBgn0058045	3L	24028515	24035859	7345
FBgn0011288	3L	24074180	24299205	225026
FBgn0266652	3L	24290290	24290864	575
FBgn0287185	3L	24324866	24401655	76790
FBgn0040045	3L	24534090	24535468	1379
FBgn0287187	3L	24537236	24543534	6299
FBgn0261639	3L	24546138	24546986	849
FBgn0261640	3L	24549636	24550445	810
FBgn0085810	3L	24553110	24554200	1091
FBgn0287186	3L	24724162	24758036	33875
FBgn0085736	3L	24927130	24927710	581
FBgn0287614	3L	24957239	24975495	18257
FBgn0058002	3L	24976254	24977118	865
FBgn0040022	3L	25107594	25115180	7587
FBgn0040020	3L	25114924	25115946	1023
FBgn0260008	3L	25120709	25126171	5463
FBgn0058354	3L	25201942	25203341	1400
FBgn0267429	3L	25236940	25670980	434041
FBgn0085734	3L	25403776	25405940	2165
FBgn0266690	3L	25708177	25709251	1075
FBgn0287184	3L	25752859	25762779	9921
FBgn0287183	3L	25798441	26014112	215672
FBgn0266692	3L	25843821	25844502	682
FBgn0085612	3L	26165235	26178793	13559
FBgn0058160	3L	26215815	26229433	13619
FBgn0085599	3L	26298455	26305572	7118
FBgn0260997	3L	26354140	26371356	17217
FBgn0063670	3L	27082091	27083906	1816
FBgn0266687	3L	27091705	27092199	495
FBgn0267985	3L	27135184	27135726	543
FBgn0266691	3L	27135424	27136049	626
FBgn0260987	3L	27136525	27157999	21475
FBgn0262789	3L	27170036	27170567	532
FBgn0028697	3L	27267255	27268445	1191
FBgn0286758	3L	27267386	27267449	64
FBgn0086533	3L	27267956	27268021	66
FBgn0024804	3L	27279316	27422159	142844
FBgn0267983	3L	27364828	27365990	1163
FBgn0287613	3L	27821333	27881412	60080
FBgn0020660	3L	27842669	27858271	15603
FBgn0260469	3L	27849226	27850751	1526
FBgn0287182	3L	27967244	28012599	45356
FBgn0267431	3R	567076	2532932	1965857
FBgn0085804	3R	722370	722621	252
FBgn0039987	3R	1031171	1031354	184
FBgn0267798	3R	1366234	1366601	368
FBgn0267797	3R	1865108	1866008	901
FBgn0058182	3R	2156916	2157206	291
FBgn0267430	3R	2554162	3263582	709421
FBgn0266747	3R	2744304	2744800	497
FBgn0086917	3R	3322810	3354486	31677
FBgn0010247	3R	3461351	3587054	125704
FBgn0086378	3R	3623143	3627690	4548
FBgn0267816	3R	3697234	3697640	407
FBgn0263977	3R	3734855	3745306	10452
FBgn0069923	3R	3750363	3752353	1991
FBgn0039955	3R	3846729	3868401	21673
FBgn0259821	3R	4077939	4104326	26388
FBgn0287209	3R	4126442	4137882	11441
FBgn0085812	3R	4137894	4138652	759
FBgn0058198	3R	4160610	4162235	1626
FBgn0286937	3R	4172273	4172577	305
FBgn0037213	3R	4174632	4186751	12120
FBgn0053294	3R	4186963	4196210	9248
FBgn0000500	3R	4189692	4190260	569
FBgn0037215	3R	4197206	4204572	7367
FBgn0037217	3R	4204493	4215314	10822
FBgn0037218	3R	4211783	4227518	15736
FBgn0051516	3R	4218463	4220130	1668
FBgn0261436	3R	4227387	4229238	1852
FBgn0037220	3R	4230779	4232342	1564
FBgn0015331	3R	4233047	4235041	1995
FBgn0010225	3R	4235217	4241057	5841
FBgn0267988	3R	4235294	4235973	680
FBgn0037222	3R	4241045	4242717	1673
FBgn0085334	3R	4242785	4243146	362
FBgn0037223	3R	4243606	4245511	1906
FBgn0037224	3R	4247020	4248313	1294
FBgn0037225	3R	4248723	4251341	2619
FBgn0250821	3R	4251894	4253043	1150
FBgn0037227	3R	4254708	4255833	1126
FBgn0041621	3R	4256972	4258444	1473
FBgn0037228	3R	4266770	4268316	1547
FBgn0037229	3R	4269221	4277928	8708
FBgn0267157	3R	4279673	4280057	385
FBgn0041605	3R	4280221	4304604	24384
FBgn0037230	3R	4292274	4294840	2567
FBgn0262214	3R	4295369	4295456	88
FBgn0037231	3R	4307435	4310947	3513
FBgn0027930	3R	4307908	4309835	1928
FBgn0267815	3R	4309944	4310869	926
FBgn0037232	3R	4311555	4315398	3844
FBgn0261086	3R	4314455	4319069	4615
FBgn0037234	3R	4319683	4326379	6697
FBgn0027866	3R	4327814	4334071	6258
FBgn0037236	3R	4334879	4337674	2796
FBgn0040687	3R	4335098	4335506	409
FBgn0037235	3R	4337755	4339914	2160
FBgn0261434	3R	4345015	4346646	1632
FBgn0037238	3R	4359883	4366855	6973
FBgn0266227	3R	4375084	4377600	2517
FBgn0037239	3R	4378600	4381210	2611
FBgn0037240	3R	4381306	4387018	5713
FBgn0003882	3R	4387742	4389813	2072
FBgn0037241	3R	4390366	4392111	1746
FBgn0086608	3R	4391711	4394259	2549
FBgn0267814	3R	4393350	4394493	1144
FBgn0267661	3R	4395549	4397548	2000
FBgn0037242	3R	4395979	4397875	1897
FBgn0086605	3R	4398381	4402027	3647
FBgn0037244	3R	4400510	4402017	1508
FBgn0266697	3R	4402429	4402928	500
FBgn0263594	3R	4403076	4407182	4107
FBgn0052944	3R	4407227	4419578	12352
FBgn0051528	3R	4416438	4417665	1228
FBgn0037248	3R	4422483	4429335	6853
FBgn0051525	3R	4427030	4428200	1171
FBgn0037249	3R	4429798	4433895	4098
FBgn0037250	3R	4433965	4436175	2211
FBgn0267813	3R	4434624	4436101	1478
FBgn0037251	3R	4436222	4437329	1108
FBgn0264983	3R	4436356	4437230	875
FBgn0037252	3R	4437387	4441328	3942
FBgn0051522	3R	4441415	4462883	21469
FBgn0263620	3R	4452705	4454295	1591
FBgn0051523	3R	4465421	4479207	13787
FBgn0037254	3R	4480812	4484215	3404
FBgn0037255	3R	4485008	4487677	2670
FBgn0085386	3R	4491943	4558067	66125
FBgn0085454	3R	4504612	4506365	1754
FBgn0051526	3R	4533248	4533940	693
FBgn0037260	3R	4541356	4543215	1860
FBgn0052945	3R	4577939	4578644	706
FBgn0267118	3R	4585178	4589308	4131
FBgn0265376	3R	4596283	4599749	3467
FBgn0087012	3R	4612870	4633304	20435
FBgn0267233	3R	4634975	4635655	681
FBgn0037261	3R	4638010	4641838	3829
FBgn0286036	3R	4639789	4640004	216
FBgn0037263	3R	4641963	4644636	2674
FBgn0037262	3R	4641963	4643292	1330
FBgn0040466	3R	4644649	4645655	1007
FBgn0022981	3R	4645981	4648884	2904
FBgn0265038	3R	4646433	4648242	1810
FBgn0087013	3R	4649176	4654624	5449
FBgn0037265	3R	4654800	4657985	3186
FBgn0263346	3R	4659579	4712193	52615
FBgn0265039	3R	4660527	4660939	413
FBgn0265040	3R	4673977	4674610	634
FBgn0053927	3R	4689951	4690608	658
FBgn0037270	3R	4712882	4714182	1301
FBgn0266228	3R	4718589	4719399	811
FBgn0027570	3R	4719458	4731878	12421
FBgn0026620	3R	4733654	4749056	15403
FBgn0267812	3R	4737500	4737908	409
FBgn0283546	3R	4748664	4748723	60
FBgn0010750	3R	4750035	4777490	27456
FBgn0264907	3R	4750409	4773197	22789
FBgn0264897	3R	4774516	4775053	538
FBgn0037275	3R	4777497	4780302	2806
FBgn0037276	3R	4781120	4784722	3603
FBgn0260794	3R	4786284	4812096	25813
FBgn0026417	3R	4808336	4812096	3761
FBgn0037279	3R	4811444	4816025	4582
FBgn0037280	3R	4816318	4817776	1459
FBgn0037282	3R	4817980	4821432	3453
FBgn0037283	3R	4829911	4830513	603
FBgn0037284	3R	4830849	4831297	449
FBgn0003002	3R	4852813	4869979	17167
FBgn0020280	3R	4876005	4878533	2529
FBgn0267140	3R	4896417	4897287	871
FBgn0004913	3R	4906622	4910081	3460
FBgn0265082	3R	4910552	4945576	35025
FBgn0266698	3R	4946078	4947278	1201
FBgn0004183	3R	4947933	4948096	164
FBgn0004436	3R	4948755	4952682	3928
FBgn0037288	3R	4953506	4955252	1747
FBgn0250839	3R	4956999	4961351	4353
FBgn0037290	3R	4965445	4968485	3041
FBgn0037291	3R	4981999	4984232	2234
FBgn0263455	3R	4982265	4983904	1640
FBgn0263343	3R	4984498	4986120	1623
FBgn0037292	3R	4986500	5011031	24532
FBgn0267145	3R	5015624	5021474	5851
FBgn0286032	3R	5042652	5043025	374
FBgn0263626	3R	5045207	5045948	742
FBgn0267148	3R	5053181	5053738	558
FBgn0010313	3R	5077779	5087072	9294
FBgn0262605	3R	5108678	5109178	501
FBgn0037293	3R	5128087	5129939	1853
FBgn0040684	3R	5137057	5138989	1933
FBgn0037295	3R	5150908	5170121	19214
FBgn0037294	3R	5159612	5160901	1290
FBgn0286879	3R	5163822	5164106	285
FBgn0259212	3R	5170004	5217456	47453
FBgn0263018	3R	5195004	5195163	160
FBgn0037296	3R	5217751	5219528	1778
FBgn0037297	3R	5219657	5221548	1892
FBgn0037298	3R	5221632	5223365	1734
FBgn0040682	3R	5224139	5225542	1404
FBgn0037299	3R	5226158	5227526	1369
FBgn0040208	3R	5227289	5232209	4921
FBgn0037301	3R	5232543	5236288	3746
FBgn0087005	3R	5236092	5237315	1224
FBgn0260462	3R	5237651	5251745	14095
FBgn0053293	3R	5240014	5240735	722
FBgn0264789	3R	5250913	5252132	1220
FBgn0037304	3R	5253153	5255403	2251
FBgn0037305	3R	5255444	5256681	1238
FBgn0264785	3R	5257037	5269507	12471
FBgn0037307	3R	5258336	5262692	4357
FBgn0267443	3R	5263757	5264511	755
FBgn0266393	3R	5269081	5269507	427
FBgn0013576	3R	5270116	5350443	80328
FBgn0051538	3R	5275678	5277835	2158
FBgn0037310	3R	5300145	5301186	1042
FBgn0037312	3R	5353717	5354747	1031
