FBgn	symbol	CG_alias	chr	start	end
FBgn0011509	SrpRbeta	CG5950	3L	8718949	8720225
FBgn0052022	CG32022	CG5950	3L	8720280	8721272
FBgn0035923	CG6511		3L	8721324	8726108
FBgn0264696	CG43965		3L	8725520	8725774
FBgn0000357	Cp18	CG6517	3L	8726791	8727613
FBgn0000355	Cp15	CG6519	3L	8728481	8729399
FBgn0000358	Cp19	CG6524	3L	8729865	8730604
FBgn0000356	Cp16	CG6533	3L	8731944	8732599
FBgn0003149	Prm	CG5939	3L	8732858	8745310
FBgn0040828	CG13306		3L	8749139	8749726
FBgn0265720	lncRNA:CR44527		3L	8751234	8751669
FBgn0266084	Fhos	CG32030	3L	8753619	8798719
FBgn0035924	CG6576		3L	8755989	8757167
FBgn0035926	Acbp5	CG5804	3L	8788144	8788545
FBgn0035928	CG13310		3L	8798730	8800532
FBgn0035929	CG13311		3L	8801540	8802164
FBgn0085455	CG34426	CG13307	3L	8802463	8803599
FBgn0052023	CG32023		3L	8803602	8804182
FBgn0085456	CG34427	CG13307	3L	8804764	8805812
FBgn0035931	CG13312		3L	8805811	8807213
FBgn0052024	CG32024		3L	8807601	8808407
FBgn0035932	CG13308		3L	8808544	8809307
FBgn0286938	CR46432		3L	8809523	8810031
FBgn0035933	CG13309		3L	8810395	8811265
FBgn0263930	dally	CG4974	3L	8827505	8891192
FBgn0052026	CG32026		3L	8836462	8838843
FBgn0267473	lncRNA:CR45823		3L	8844944	8845814
FBgn0262788	CG43169		3L	8888145	8888633
FBgn0267531	asRNA:CR45871		3L	8891556	8893800
FBgn0020633	Mcm7	CG4978	3L	8891596	8894310
FBgn0035934	TrpA1	CG5751	3L	8894404	8905200
FBgn0052034	tRNA:Thr-AGT-3-1Psi		3L	8903349	8903422
FBgn0266757	mfr	CG5747	3L	8905918	8912671
FBgn0035936	Tsp66E	CG4999	3L	8912499	8932065
FBgn0264701	lncRNA:CR43970		3L	8915233	8915668
FBgn0264305	CG43783	CG5741	3L	8932235	8954272
FBgn0264307	orb2	CG43113	3L	8937100	8954463
FBgn0040321	GNBP3	CG5008	3L	8955021	8956551
FBgn0011787	mRpL12	CG5012	3L	8956791	8957584
FBgn0035941	CG13313		3L	8958857	8960921
FBgn0035942	ValRS-m	CG5660	3L	8961274	8964769
FBgn0035943	CG5653		3L	8964912	8966374
FBgn0035944	CG5021		3L	8966829	8968171
FBgn0035945	CG5026		3L	8968528	8971752
FBgn0086706	pix	CG5651	3L	8972056	8974765
FBgn0035947	Srp68	CG5064	3L	8975046	8977401
FBgn0035948	CG5644		3L	8977395	8979880
FBgn0035949	CG13314		3L	8981795	8983212
FBgn0263199	Galk	CG5288	3L	8982212	8986091
FBgn0035951	CG5068		3L	8986710	8989135
FBgn0035952	CG5280		3L	8989069	8990228
FBgn0016070	smg	CG5263	3L	8990317	8997989
FBgn0035953	CG5087		3L	8998184	9002566
FBgn0035954	Doc3	CG5093	3L	9005196	9007249
FBgn0035955	CG5194		3L	9008624	9009838
FBgn0035956	Doc2	CG5187	3L	9012686	9019246
FBgn0287462	lncRNA:CR46451		3L	9036594	9040929
FBgn0028789	Doc1	CG5133	3L	9041375	9045042
FBgn0035957	Argk2	CG5144	3L	9047439	9048724
FBgn0000116	Argk1	CG32031	3L	9048781	9066027
FBgn0035959	CG4911		3L	9067195	9072731
FBgn0035960	CG4942		3L	9073105	9074467
FBgn0023479	teq	CG18403	3L	9074643	9092131
FBgn0043806	CG32032		3L	9093053	9094856
FBgn0040827	CG13315		3L	9096877	9097494
FBgn0011206	bol	CG4727	3L	9097629	9134405
FBgn0035964	Dhpr	CG4665	3L	9134560	9135916
FBgn0035965	Use1	CG14181	3L	9135709	9137181
FBgn0263456	nwk	CG4641	3L	9137860	9145693
FBgn0263556	mir-4940		3L	9144593	9144697
FBgn0004244	Rdl	CG10537	3L	9145838	9182149
FBgn0035968	Slc45-1	CG4484	3L	9203065	9208853
FBgn0035969	CG4476		3L	9211880	9215256
FBgn0266957	lncRNA:CR45408		3L	9222024	9222433
FBgn0035970	CG4483		3L	9235150	9236648
FBgn0035971	CG4477		3L	9250225	9251338
FBgn0264000	GluRIB	CG4481	3L	9251978	9288522
FBgn0035975	PGRP-LA	CG4384	3L	9334332	9338336
FBgn0035976	PGRP-LC	CG4432	3L	9338810	9348336
FBgn0035977	PGRP-LF	CG4437	3L	9349609	9351489
FBgn0035978	Ugp	CG4347	3L	9350867	9358935
FBgn0052040	CG32040		3L	9354033	9355457
FBgn0052039	Svip	CG32039	3L	9358999	9359996
FBgn0085484	Pdxk	CG4446	3L	9360316	9362042
FBgn0085485	CG34456	CG4446	3L	9362108	9362734
FBgn0004379	Klp67A	CG10923	3L	9362636	9367046
FBgn0035980	mRRF1	CG4447	3L	9364350	9365240
FBgn0035981	CG4452		3L	9367377	9370300
FBgn0011769	Fdx1	CG4205	3L	9370195	9371238
FBgn0001229	Hsp67Bc	CG4190	3L	9371511	9372497
FBgn0001228	CG4456	CG32041	3L	9372722	9374964
FBgn0001223	Hsp22	CG32041	3L	9372931	9374964
FBgn0035982	CG4461		3L	9375430	9376293
FBgn0001225	Hsp26	CG4183	3L	9376418	9377427
FBgn0001227	Hsp67Ba	CG4167	3L	9377802	9379534
FBgn0263492	asRNA:CR43481		3L	9378160	9381119
FBgn0001224	Hsp23	CG4463	3L	9381882	9382765
FBgn0289994	Hsp27	CG4466	3L	9384063	9385694
FBgn0263494	CR43483		3L	9385646	9386112
FBgn0263493	CR43482		3L	9386112	9386463
FBgn0035983	CG4080		3L	9386827	9399227
FBgn0015218	eIF4E1	CG4035	3L	9399618	9402460
FBgn0035985	Cpr67B	CG3672	3L	9404797	9406174
FBgn0035986	CG4022		3L	9406179	9410832
FBgn0288470	Cpsf5	CG3689	3L	9411038	9413835
FBgn0035989	Atat	CG3967	3L	9413596	9426758
FBgn0035988	CG3982		3L	9415755	9417388
FBgn0023129	aay	CG3705	3L	9423253	9424781
FBgn0015296	Shc	CG3715	3L	9427010	9428671
FBgn0005533	RpS17	CG3922	3L	9428795	9429821
FBgn0040305	MTF-1	CG3743	3L	9430312	9439490
FBgn0260431	CG42526		3L	9433686	9435399
FBgn0260859	Bet3	CG3911	3L	9438482	9442267
FBgn0267532	asRNA:CR45872		3L	9438984	9439450
FBgn0035993	Nf-YA	CG3891	3L	9440056	9442267
FBgn0053926	Srg3	CG33926	3L	9443232	9446388
FBgn0035995	CG3529		3L	9446864	9450785
FBgn0035996	CG3448		3L	9450545	9451572
FBgn0266124	ghi	CG32038	3L	9451876	9452790
FBgn0035997	phol	CG3445	3L	9452803	9456281
FBgn0035999	CG3552		3L	9456318	9459370
FBgn0267533	asRNA:CR45873		3L	9456339	9457296
FBgn0035998	CG3437		3L	9456342	9457669
FBgn0036000	CG3434		3L	9459369	9460799
FBgn0266101	CG44838	CG32043	3L	9461050	9475475
FBgn0011327	Uch-L5	CG3431	3L	9475493	9476965
FBgn0036004	Jarid2	CG3654	3L	9477038	9486530
FBgn0036005	pall	CG3428	3L	9486448	9487790
FBgn0052036	CG32036	CG3426	3L	9488050	9489233
FBgn0052037	CG32037	CG3426	3L	9489502	9492215
FBgn0036007	path	CG3424	3L	9494555	9505328
FBgn0036008	CG3408		3L	9506818	9509583
FBgn0010408	RpS9	CG3395	3L	9509793	9511531
FBgn0267534	asRNA:CR45874		3L	9510017	9510889
FBgn0086075	snoRNA:CD55		3L	9510721	9510806
FBgn0053703	CG33703		3L	9512008	9512660
FBgn0053702	CG33702		3L	9512797	9513409
FBgn0053701	CR33701		3L	9513645	9513959
FBgn0053700	CG33700		3L	9514119	9525544
FBgn0036009	Or67a	CG12526	3L	9529067	9531386
FBgn0036010	Ir67a	CG12525	3L	9542245	9543999
FBgn0261555	CG42673	CG32048	3L	9547220	9596713
FBgn0267966	asRNA:CR46246		3L	9597171	9598375
FBgn0267796	Tmc	CG14177	3L	9597764	9614001
FBgn0036014	CG3222		3L	9598988	9600341
FBgn0036015	CG3088		3L	9600490	9601325
FBgn0036016	CG3306		3L	9601523	9602548
FBgn0267348	LanB2	CG3322	3L	9614914	9623980
FBgn0036018	CG3335		3L	9624237	9627321
FBgn0036019	Or67b	CG14176	3L	9627316	9629193
FBgn0036020	Cyp40	CG8336	3L	9628676	9631795
FBgn0016081	fry	CG6780	3L	9631834	9679103
FBgn0036022	CG8329		3L	9638112	9639021
FBgn0036023	CG18179		3L	9639271	9640140
FBgn0036024	CG18180		3L	9641013	9641913
FBgn0053696	CNMaR	CG32047	3L	9644109	9659433
FBgn0036028	Mpped	CG16717	3L	9679201	9681060
FBgn0087040	alphaTub67C	CG8308	3L	9681268	9683370
FBgn0036030	Prps	CG6767	3L	9683579	9696700
FBgn0036029	Spef1b	CG16719	3L	9685171	9686250
FBgn0267454	asRNA:CR45804		3L	9693821	9694705
FBgn0266596	asRNA:CR45121		3L	9695043	9695650
FBgn0015321	Ubc4	CG8284	3L	9698336	9700481
FBgn0036031	CG6761		3L	9700517	9703595
FBgn0036032	CG16711	CG1671	3L	9704331	9710329
FBgn0040475	SH3PX1	CG6757	3L	9710422	9713827
FBgn0045823	vsg	CG16707	3L	9714324	9717716
FBgn0065081	sncRNA:838		3L	9716803	9716875
FBgn0036035	CG18178		3L	9717786	9719144
FBgn0036036	CG14174		3L	9719328	9720464
FBgn0261530	nbs	CG6754	3L	9720414	9723194
FBgn0036038	defl	CG18176	3L	9723423	9726706
FBgn0036039	Naa60	CG18177	3L	9726895	9729650
FBgn0019644	ATPsynB	CG8189	3L	9729999	9731224
FBgn0036040	CG6749		3L	9731238	9733807
FBgn0263541	mir-4986		3L	9733659	9733780
FBgn0259163	CG42268	CG32044	3L	9734012	9760395
FBgn0265448	lncRNA:CR44348		3L	9741403	9744403
FBgn0266956	lncRNA:CR45407		3L	9760900	9761354
FBgn0036043	Ae2	CG8177	3L	9763544	9786466
FBgn0044328	CG32052	CG8163	3L	9787046	9808713
FBgn0036044	Zasp67	CG14168	3L	9787933	9797687
FBgn0044051	Ilp1	CG14173	3L	9798420	9799050
FBgn0036046	Ilp2	CG8167	3L	9799698	9800440
FBgn0044050	Ilp3	CG14167	3L	9801298	9802120
FBgn0044049	Ilp4	CG6736	3L	9803399	9804263
FBgn0264489	CG43897	CG32050	3L	9813847	9834345
FBgn0044048	Ilp5	CG33273	3L	9823349	9823897
FBgn0028429	I-2	CG10574	3L	9834367	9836805
FBgn0015618	Cdk8	CG10572	3L	9837080	9838670
FBgn0004390	RasGAP1	CG6721	3L	9839093	9855285
FBgn0036052	CG10809		3L	9857383	9859889
FBgn0036053	iPLA2-VIA	CG6718	3L	9860217	9864349
FBgn0027567	Ciz1	CG8108	3L	9864639	9870674
FBgn0266955	lncRNA:CR45406		3L	9875731	9876406
FBgn0085411	CG34382	CG14166	3L	9878985	9884493
FBgn0011836	Taf2	CG6711	3L	9884411	9888683
FBgn0025866	CalpB	CG8107	3L	9888762	9893319
FBgn0267535	asRNA:CR45875		3L	9890816	9892109
FBgn0036056	CG6709		3L	9893188	9894743
FBgn0036057	Hez	CG14164	3L	9893188	9894743
FBgn0036058	CG6707		3L	9894807	9898575
FBgn0286833	CG46387		3L	9898626	9899387
FBgn0036059	nudE	CG8104	3L	9899241	9903031
FBgn0085385	bma	CG14163	3L	9908120	9967298
FBgn0036062	CG6685		3L	9966603	9968317
FBgn0026404	Dronc	CG8091	3L	9968479	9971002
FBgn0036063	CG6674		3L	9971151	9972054
FBgn0259932	CG42455		3L	9972312	9974023
FBgn0263251	vnc	CG11989	3L	9972312	9974023
FBgn0040823	dpr6	CG14162	3L	9974651	10139360
FBgn0267536	lncRNA:CR45876		3L	9991736	9992583
FBgn0267537	lncRNA:CR45877		3L	9999831	10000867
FBgn0266648	lncRNA:CR45155		3L	10029408	10030138
FBgn0267538	lncRNA:CR45878		3L	10048302	10048927
FBgn0036066	CG14160		3L	10086747	10089400
FBgn0052053	CG32053	CG6645	3L	10090170	10092346
FBgn0052054	CG32054	CG6645	3L	10092768	10094738
FBgn0262007	Srg2	CG6640	3L	10095754	10098115
FBgn0262008	CG42826	CG6640	3L	10099357	10100881
FBgn0267539	CR45879		3L	10127504	10128618
FBgn0052057	dpr10	CG32057	3L	10147454	10186108
FBgn0036070	CG8072		3L	10151827	10152984
FBgn0036072	CG6628		3L	10165809	10167023
FBgn0000451	ect	CG11965	3L	10190276	10201837
FBgn0286739	snoRNA:CD76		3L	10196162	10196254
FBgn0265731	lncRNA:CR44538		3L	10205620	10206401
FBgn0036075	CG8065		3L	10215665	10216980
FBgn0052055	CG32055	CG6590	3L	10218504	10220164
FBgn0052056	scramb1	CG6590	3L	10220483	10225240
FBgn0265735	lncRNA:CR44542		3L	10236609	10236936
FBgn0266952	lncRNA:CR45403		3L	10240093	10240511
FBgn0289868	Or67c	CG14156	3L	10242447	10246397
FBgn0265732	lncRNA:CR44539		3L	10246790	10247771
FBgn0265733	lncRNA:CR44540		3L	10247805	10248588
FBgn0011569	can	CG6577	3L	10263909	10267111
FBgn0266777	lncRNA:CR45242		3L	10269482	10270353
FBgn0036080	Or67d	CG14157	3L	10273204	10274624
FBgn0267665	lncRNA:CR46003		3L	10286945	10307968
FBgn0287460	lncRNA:CR46449		3L	10301365	10301814
FBgn0267666	lncRNA:CR46004		3L	10306678	10320600
FBgn0262381	mir-276b		3L	10319785	10319883
FBgn0267668	lncRNA:CR46006		3L	10323501	10367450
FBgn0266076	mir-276a		3L	10365228	10365325
FBgn0266780	lncRNA:CR45245		3L	10386450	10387797
FBgn0265736	lncRNA:CR44543		3L	10410872	10411240
FBgn0264722	lncRNA:CR43990		3L	10411907	10412377
FBgn0036082	CG12362		3L	10412818	10414774
FBgn0036083	Ir67b	CG12303	3L	10429689	10431983
FBgn0052058	Ir67c	CG32058	3L	10432384	10434105
FBgn0011802	Gem3	CG6539	3L	10459081	10463101
FBgn0052061	CG32061	CG8040	3L	10463816	10464635
FBgn0045770	S-Lap3	CG8040	3L	10465187	10468974
FBgn0286933	CG46430		3L	10478514	10479447
FBgn0052062	Rbfox1	CG14155	3L	10481412	10594012
FBgn0052064	S-Lap4	CG8040	3L	10490861	10492934
FBgn0286730	snoRNA:CD71		3L	10537618	10537758
FBgn0036085	CG6527		3L	10557023	10559082
FBgn0267932	lncRNA:CR46212		3L	10603772	10604509
FBgn0260396	CG42521	CG34237	3L	10623066	10623576
FBgn0262592	CG43127	CG34237	3L	10624728	10625599
FBgn0085267	CG34238		3L	10626499	10627439
FBgn0036089	CG14151		3L	10627680	10628484
FBgn0260644	CG42536		3L	10629083	10630069
FBgn0260643	CG42535		3L	10630034	10630935
FBgn0054001	CG34001		3L	10631079	10634612
FBgn0001179	hay	CG8019	3L	10631079	10633969
FBgn0000629	E(z)	CG6502	3L	10634575	10638130
FBgn0036090	Cnep1r2	CG8009	3L	10638146	10639678
FBgn0036091	CG18628		3L	10639740	10640136
FBgn0052066	cyri	CG6491	3L	10640286	10661013
FBgn0036093	CG14154		3L	10641889	10643009
FBgn0036094	CG14153		3L	10643528	10644615
FBgn0036096	CG8003		3L	10661475	10663157
FBgn0052068	Adi1	CG8000	3L	10663376	10664435
FBgn0010762	simj	CG32067	3L	10664739	10690734
FBgn0036099	oya	CG11811	3L	10691024	10692598
FBgn0053493	CG33493	CG6463	3L	10692530	10693167
FBgn0047038	ND-13B	CG6463	3L	10693184	10694108
FBgn0036101	NijA	CG6449	3L	10694360	10696877
FBgn0262890	CG43245		3L	10771925	10773399
FBgn0265737	lncRNA:CR44544		3L	10784590	10785360
FBgn0265738	lncRNA:CR44545		3L	10789334	10789876
FBgn0265739	lncRNA:CR44546		3L	10794964	10795175
FBgn0267950	lncRNA:CR46230		3L	10796802	10797361
FBgn0267951	lncRNA:CR46231		3L	10797626	10798408
FBgn0036102	CG12523		3L	10801190	10802350
FBgn0265447	lncRNA:CR44347		3L	10803997	10805934
FBgn0262020	CG42831		3L	10814819	10816084
FBgn0266782	lncRNA:CR45247		3L	10816581	10817182
FBgn0266781	lncRNA:CR45246		3L	10825144	10825601
FBgn0026160	tna	CG7958	3L	10835528	10876496
FBgn0266679	lncRNA:CR45169		3L	10850070	10850690
FBgn0036104	CG6418		3L	10876315	10879037
FBgn0036105	Blos4	CG14149	3L	10879085	10880188
FBgn0036106	CG6409		3L	10880699	10882386
FBgn0036107	galla-2	CG7949	3L	10882890	10883573
FBgn0027615	OXA1L	CG6404	3L	10884261	10886471
FBgn0036108	Cpr67Fa1	CG7941	3L	10889990	10890700
FBgn0036109	Cpr67Fa2	CG18349	3L	10891714	10892516
FBgn0266681	asRNA:CR45171		3L	10893646	10894743
FBgn0036110	Cpr67Fb	CG18348	3L	10894173	10894693
FBgn0036111	Aps	CG6391	3L	10894776	10899123
FBgn0266783	lncRNA:CR45248		3L	10959231	10960005
FBgn0266784	lncRNA:CR45249		3L	10961500	10962141
FBgn0036112	CG14147		3L	10972648	10973476
FBgn0267309	lncRNA:CR45745		3L	10978011	10978302
FBgn0013469	klu	CG12296	3L	10981171	11009188
FBgn0029172	Fad2	CG7923	3L	11023535	11024846
FBgn0052079	CG32079	CG11806	3L	11025561	11027332
FBgn0052081	CG32081	CG11806	3L	11027579	11029444
FBgn0265740	lncRNA:CR44547		3L	11034802	11035905
FBgn0263776	coch	CG6327	3L	11036358	11051371
FBgn0266594	lncRNA:CR45119		3L	11050408	11050908
FBgn0036116	CG7888		3L	11054035	11059659
FBgn0036117	CG6321		3L	11059437	11061224
FBgn0036118	Blos2	CG14145	3L	11061571	11062215
FBgn0052069	Insep	CG6316	3L	11062131	11062614
FBgn0052075	CG32075	CG6316	3L	11062726	11064941
FBgn0025355	SuUR	CG7869	3L	11064991	11069025
FBgn0266540	CG45101		3L	11064991	11069025
FBgn0036121	CG6310		3L	11069043	11069864
FBgn0263241	Mocs1	CG7858	3L	11070526	11073348
FBgn0010741	Pfdn2	CG6302	3L	11073292	11074388
FBgn0036124	Noc1	CG7839	3L	11074769	11078736
FBgn0020412	JIL-1	CG6297	3L	11078752	11093193
FBgn0286979	CG46439	CG6279	3L	11093371	11096245
FBgn0286980	Iyd	CG6279	3L	11093371	11096245
FBgn0083068	CG33947		3L	11096496	11098556
FBgn0036126	Irbp18	CG6272	3L	11097446	11098186
FBgn0261112	APP-BP1	CG7828	3L	11098412	11100578
FBgn0036128	Elo68beta	CG11801	3L	11100675	11101698
FBgn0052072	Elo68alpha	CG6261	3L	11101875	11103030
FBgn0052071	CG32071	CG6261	3L	11103421	11103873
FBgn0052073	CG32073		3L	11107008	11107582
FBgn0036131	CG12522		3L	11108235	11108732
FBgn0054012	CG34012		3L	11108820	11109505
FBgn0036133	emei	CG7638	3L	11109690	11112117
FBgn0003462	Sod1	CG11793	3L	11112281	11113740
FBgn0036134	FoxK	CG11799	3L	11114169	11120783
FBgn0036135	mRpL2	CG7636	3L	11120847	11122041
FBgn0036136	Ufd1	CG6233	3L	11121966	11123216
FBgn0260795	NaPi-III	CG7628	3L	11123348	11134663
FBgn0014368	nol	CG32077	3L	11130835	11131402
FBgn0052074	CG32074		3L	11131883	11132322
FBgn0036138	CG14143		3L	11134987	11135480
FBgn0052082	IRSp53	CG7624	3L	11136049	11163984
FBgn0036139	CG6216		3L	11149578	11150785
FBgn0264721	lncRNA:CR43989		3L	11163849	11164801
FBgn0052076	Alg10	CG32076	3L	11164971	11166620
FBgn0036141	wls	CG6210	3L	11166620	11169625
FBgn0036142	Adck5	CG7616	3L	11169817	11172411
FBgn0036143	CG14142		3L	11173514	11176892
FBgn0036144	GlcAT-P	CG6207	3L	11176954	11197536
FBgn0036147	Plod	CG6199	3L	11198166	11206016
FBgn0036145	CG7607		3L	11199620	11200587
FBgn0036146	nkt	CG14141	3L	11201351	11202158
FBgn0061469	Ube3a	CG6190	3L	11206422	11210583
FBgn0064766	CG7600		3L	11210786	11214097
FBgn0261553	CG42671	CG34240	3L	11214505	11230745
FBgn0267717	asRNA:CR46050		3L	11229029	11229437
FBgn0266954	lncRNA:CR45405		3L	11231307	11231588
FBgn0036150	Ir68a	CG6185	3L	11232972	11236218
FBgn0265929	lncRNA:CR44718		3L	11236500	11237620
FBgn0265930	lncRNA:CR44719		3L	11237302	11237620
FBgn0265925	lncRNA:CR44714		3L	11246885	11247232
FBgn0265924	lncRNA:CR44713		3L	11246953	11247223
FBgn0265926	lncRNA:CR44715		3L	11247404	11248097
FBgn0265928	lncRNA:CR44717		3L	11248129	11251001
FBgn0265927	lncRNA:CR44716		3L	11250450	11250868
FBgn0041094	scyl	CG7590	3L	11252307	11256172
FBgn0265931	lncRNA:CR44720		3L	11273960	11274562
FBgn0266953	lncRNA:CR45404		3L	11284731	11285180
FBgn0036152	Dyro	CG6175	3L	11287936	11295919
FBgn0036153	CG7573		3L	11311747	11313397
FBgn0265468	lncRNA:CR44361		3L	11315299	11315860
FBgn0267960	lncRNA:CR46240		3L	11317704	11318357
FBgn0036154	CG6168		3L	11319642	11321719
FBgn0265932	lncRNA:CR44721		3L	11323356	11323850
FBgn0265933	lncRNA:CR44722		3L	11323521	11323843
FBgn0265934	lncRNA:CR44723		3L	11324326	11325000
FBgn0266785	lncRNA:CR45250		3L	11342082	11342424
FBgn0266786	lncRNA:CR45251		3L	11349395	11349743
FBgn0036155	CG6163		3L	11361986	11364885
FBgn0266396	lncRNA:CR45036		3L	11364683	11365897
FBgn0261813	lncRNA:CR42755	CG42755	3L	11382808	11384258
FBgn0036156	CG11726		3L	11394690	11395673
FBgn0265469	CG44362		3L	11397542	11397865
FBgn0265470	lncRNA:CR44363		3L	11405535	11406094
FBgn0036157	CG7560		3L	11425158	11426395
FBgn0036158	CG6149		3L	11434695	11435476
FBgn0265741	lncRNA:CR44548		3L	11435650	11436206
FBgn0265742	lncRNA:CR44549		3L	11444472	11445104
FBgn0036159	CG7557		3L	11445161	11446579
FBgn0036160	Khkl2	CG12289	3L	11457076	11458470
FBgn0036161	Khk2	CG7551	3L	11458490	11459625
FBgn0036162	Fum3	CG6140	3L	11463570	11465864
FBgn0028667	Vha16-3	CG32090	3L	11473291	11473972
FBgn0267716	asRNA:CR46049		3L	11474820	11475460
FBgn0028668	Vha16-2	CG32089	3L	11474958	11475552
FBgn0036165	chrb	CG7533	3L	11487550	11499094
FBgn0053500	CG33500		3L	11508582	11508955
FBgn0003378	Sgs8	CG6132	3L	11508967	11509394
FBgn0003377	Sgs7	CG18087	3L	11509861	11510247
FBgn0053272	CG33272	CG17981	3L	11510323	11510589
FBgn0003373	Sgs3	CG11720	3L	11512221	11513402
FBgn0036168	CG7512		3L	11513705	11518904
FBgn0036170	CG11714	CG33047	3L	11518798	11522713
FBgn0285958	Fuca	CG33047	3L	11518798	11522713
FBgn0259481	Mob2	CG11711	3L	11522757	11562233
FBgn0263569	mir-4968		3L	11552539	11552693
FBgn0036173	CG7394		3L	11561996	11564312
FBgn0286893	CG46412		3L	11563587	11564072
FBgn0053267	CG33267		3L	11564483	11572796
FBgn0053490	CG33490	CG6110	3L	11572797	11574663
FBgn0053489	CG33489	CG6110	3L	11574764	11577044
FBgn0053271	CG33271	CG6100	3L	11577006	11577495
FBgn0053270	CG33270	CG6100	3L	11578236	11578623
FBgn0263247	CG43390		3L	11579743	11579950
FBgn0263248	CG43391		3L	11580829	11581019
FBgn0053269	CG33269	CG6100	3L	11581415	11582197
FBgn0052086	CG32086	CG6100	3L	11582401	11584064
FBgn0003292	rt	CG6097	3L	11584122	11587770
FBgn0036176	CG7377		3L	11589695	11589979
FBgn0036177	CG33268	CG14138	3L	11590872	11591231
FBgn0267232	lncRNA:CR45672		3L	11592447	11592790
FBgn0266991	lncRNA:CR45442		3L	11592451	11592783
FBgn0266992	lncRNA:CR45443		3L	11593447	11593712
FBgn0267231	lncRNA:CR45671		3L	11593447	11593709
FBgn0036179	CG7368		3L	11597202	11605374
FBgn0286914	lncRNA:CR46414		3L	11598012	11598821
FBgn0036178	CG14137		3L	11599505	11600065
FBgn0286872	CG46394		3L	11600370	11600901
FBgn0036180	Duba	CG6091	3L	11605436	11609465
FBgn0262021	CG42832		3L	11610135	11610386
FBgn0036181	Muc68Ca	CG18331	3L	11610578	11620101
FBgn0086254	Ar1	CG6084	3L	11620535	11624381
FBgn0036183	Ar7	CG6083	3L	11624528	11626125
FBgn0036184	PCID2	CG7351	3L	11626441	11627715
FBgn0042138	Apt1	CG18815	3L	11628037	11630749
FBgn0263632	mir-3642		3L	11629505	11629580
FBgn0052091	CG32091	CG7346	3L	11631392	11642902
FBgn0266651	lncRNA:CR45158		3L	11632705	11633303
FBgn0036186	CG6071		3L	11642906	11646033
FBgn0036187	RIOK1	CG11660	3L	11646234	11648474
FBgn0036188	Polr3H	CG7339	3L	11648756	11650499
FBgn0052085	CG32085	CG6060	3L	11650517	11680344
FBgn0262437	mir-274		3L	11656918	11657017
FBgn0267541	lncRNA:CR45881		3L	11666319	11667079
FBgn0267540	lncRNA:CR45880		3L	11667278	11667898
FBgn0267543	lncRNA:CR45883		3L	11667284	11667825
FBgn0267542	asRNA:CR45882		3L	11668211	11668877
FBgn0267544	lncRNA:CR45884		3L	11672613	11672974
FBgn0015828	TfIIEalpha	CG10415	3L	11682038	11683805
FBgn0036191	Sugb	CG7334	3L	11683980	11690155
FBgn0267545	asRNA:CR45885		3L	11687344	11688390
FBgn0036192	Pldn	CG14133	3L	11689631	11691399
FBgn0036193	CG14135		3L	11691571	11692757
FBgn0264479	lncRNA:CR43887		3L	11693135	11693661
FBgn0036194	Dph1	CG11652	3L	11693879	11696963
FBgn0036195	Dnai2	CG6053	3L	11697126	11699263
FBgn0036196	CG11658		3L	11699496	11708553
FBgn0261353	Ccdc56	CG7319	3L	11708979	11710570
FBgn0261381	mtTFB1	CG7319	3L	11708979	11710570
FBgn0036198	crim	CG6038	3L	11710507	11711386
FBgn0040817	CG14132		3L	11712229	11715285
FBgn0036199	Bmcp	CG7314	3L	11720934	11728118
FBgn0052088	sunn	CG7308	3L	11728348	11732016
FBgn0052087	CG32087	CG7308	3L	11732141	11733610
FBgn0036202	loaf	CG6024	3L	11733589	11766182
FBgn0041231	Gr68a	CG7303	3L	11751305	11752474
FBgn0036203	Muc68D	CG6004	3L	11767299	11772157
FBgn0262396	mir-314		3L	11773012	11773101
FBgn0262291	mir-956		3L	11773731	11773878
FBgn0036204	Tim13	CG11611	3L	11774060	11774501
FBgn0015278	Pi3K68D	CG11621	3L	11774650	11790013
FBgn0036205	CG14131		3L	11777073	11780485
FBgn0036206	twy	CG5964	3L	11790212	11793283
FBgn0036207	CG10907		3L	11793514	11795418
FBgn0004381	Klp68D	CG7293	3L	11795614	11798875
FBgn0036208	Gcat	CG10361	3L	11798948	11800861
FBgn0052093	tRNA:Gln-TTG-1-1		3L	11801471	11801542
FBgn0259140	Cubn2	CG32094	3L	11801951	11814755
FBgn0036210	CG14130		3L	11815444	11816710
FBgn0036211	CG5946		3L	11816695	11822275
FBgn0036212	CG11597		3L	11820338	11822275
FBgn0036213	RpL10Ab	CG7283	3L	11822851	11824211
FBgn0083015	snoRNA:Psi18S-920		3L	11822984	11823124
FBgn0052095	CG32095		3L	11824207	11825732
FBgn0000404	CycA	CG5940	3L	11826719	11833578
FBgn0036214	CG7264		3L	11829030	11830844
FBgn0262366	CG43064		3L	11834721	11836721
FBgn0040816	CG12521		3L	11847383	11847803
FBgn0266100	CG44837	CG14126	3L	11850645	11938872
FBgn0036217	CG5906		3L	11870457	11871305
FBgn0036218	Sprn	CG14128	3L	11879115	11881182
FBgn0036219	CCDC151	CG14127	3L	11881384	11883546
FBgn0036220	CG5897		3L	11887259	11889010
FBgn0286731	snoRNA:Or-ACA8		3L	11889842	11889935
FBgn0263615	lncRNA:CR43624		3L	11898605	11900431
FBgn0036221	CG11588		3L	11921513	11922599
