gene_id	chr	start	end	strand	length
gene:Zm00001eb161730	3	229941535	229943248	-	1714
gene:Zm00001eb161740	3	229947742	229948674	-	933
gene:Zm00001eb161750	3	229972884	229973816	-	933
gene:Zm00001eb161760	3	230007378	230008310	-	933
gene:Zm00001eb161770	3	230080224	230082152	+	1929
gene:Zm00001eb161780	3	230083178	230091052	-	7875
gene:Zm00001eb161790	3	230103694	230111889	-	8196
gene:Zm00001eb161800	3	230119795	230121293	-	1499
gene:Zm00001eb161810	3	230122087	230125478	+	3392
gene:Zm00001eb161820	3	230162324	230165354	+	3031
gene:Zm00001eb161830	3	230188073	230190796	-	2724
gene:Zm00001eb161840	3	230228171	230229676	-	1506
gene:Zm00001eb161850	3	230250939	230254580	-	3642
gene:Zm00001eb161860	3	230258176	230262839	-	4664
gene:Zm00001eb161870	3	230303986	230307774	+	3789
gene:Zm00001eb161880	3	230305412	230318543	-	13132
gene:Zm00001eb161890	3	230552345	230555413	-	3069
gene:Zm00001eb161900	3	230557605	230562023	+	4419
gene:Zm00001eb161910	3	230575538	230578742	+	3205
gene:Zm00001eb161920	3	230674937	230677359	-	2423
gene:Zm00001eb161930	3	230714094	230714513	-	420
gene:Zm00001eb161940	3	230720024	230720948	-	925
gene:Zm00001eb161950	3	230724216	230736307	+	12092
gene:Zm00001eb161960	3	230730894	230731451	-	558
gene:Zm00001eb161970	3	230739753	230741911	+	2159
gene:Zm00001eb161980	3	230763555	230778768	+	15214
gene:Zm00001eb161990	3	230815460	230817474	+	2015
gene:Zm00001eb162000	3	230837322	230840265	+	2944
gene:Zm00001eb162010	3	230843238	230851010	-	7773
gene:Zm00001eb162020	3	230868034	230874949	-	6916
gene:Zm00001eb162030	3	230951769	230958664	+	6896
gene:Zm00001eb162040	3	230962176	230962762	-	587
gene:Zm00001eb162050	3	230986109	230987099	-	991
gene:Zm00001eb162060	3	230993768	230996982	-	3215
gene:Zm00001eb162070	3	231005970	231008412	-	2443
gene:Zm00001eb162080	3	231006573	231008173	+	1601
gene:Zm00001eb162090	3	231107460	231115948	+	8489
gene:Zm00001eb162100	3	231116586	231118171	-	1586
gene:Zm00001eb162110	3	231207450	231211862	+	4413
gene:Zm00001eb162120	3	231240243	231243615	+	3373
gene:Zm00001eb162130	3	231248297	231271753	-	23457
gene:Zm00001eb162140	3	231432346	231438328	+	5983
gene:Zm00001eb162150	3	231438403	231439385	-	983
gene:Zm00001eb162160	3	231444343	231446625	-	2283
gene:Zm00001eb162170	3	231456473	231457335	-	863
gene:Zm00001eb162180	3	231457459	231460314	-	2856
gene:Zm00001eb162190	3	231497373	231502949	-	5577
gene:Zm00001eb162200	3	231509346	231510593	-	1248
gene:Zm00001eb162210	3	231524512	231530227	-	5716
gene:Zm00001eb162220	3	231532617	231555445	-	22829
gene:Zm00001eb162230	3	231574246	231579201	-	4956
gene:Zm00001eb162240	3	231586930	231608565	-	21636
gene:Zm00001eb162250	3	231785461	231789943	-	4483
gene:Zm00001eb162260	3	231785874	231786375	+	502
gene:Zm00001eb162270	3	231813509	231816971	-	3463
gene:Zm00001eb162280	3	231862098	231863507	+	1410
gene:Zm00001eb162290	3	231863548	231866339	+	2792
gene:Zm00001eb162300	3	231867452	231872792	-	5341
gene:Zm00001eb162310	3	231895419	231898798	-	3380
gene:Zm00001eb162320	3	232023007	232023834	-	828
gene:Zm00001eb162330	3	232024314	232045445	+	21132
gene:Zm00001eb162340	3	232118159	232119113	-	955
gene:Zm00001eb162350	3	232119304	232120322	-	1019
gene:Zm00001eb162360	3	232192524	232200708	+	8185
gene:Zm00001eb162370	3	232253215	232258901	+	5687
gene:Zm00001eb162380	3	232283957	232288352	-	4396
gene:Zm00001eb162390	3	232323173	232323773	-	601
gene:Zm00001eb162400	3	232351114	232356036	+	4923
gene:Zm00001eb162410	3	232436146	232444971	+	8826
gene:Zm00001eb162420	3	232540750	232546617	+	5868
gene:Zm00001eb162430	3	232546450	232548926	-	2477
gene:Zm00001eb162440	3	232548264	232549061	+	798
gene:Zm00001eb162450	3	232592556	232596033	+	3478
gene:Zm00001eb162460	3	232605258	232607499	+	2242
gene:Zm00001eb162470	3	232605468	232606368	-	901
gene:Zm00001eb162480	3	232657026	232659443	+	2418
gene:Zm00001eb162490	3	232714456	232714770	-	315
gene:Zm00001eb162500	3	232715214	232715591	-	378
gene:Zm00001eb162510	3	232725296	232729042	-	3747
gene:Zm00001eb162520	3	232734616	232735972	-	1357
gene:Zm00001eb162530	3	232736476	232740601	+	4126
gene:Zm00001eb162540	3	232755992	232757240	+	1249
gene:Zm00001eb162550	3	232760858	232773005	-	12148
gene:Zm00001eb162560	3	232825991	232833751	+	7761
gene:Zm00001eb162570	3	232863411	232867421	+	4011
gene:Zm00001eb162580	3	232866757	232867136	-	380
gene:Zm00001eb162590	3	232901975	232903158	-	1184
gene:Zm00001eb162600	3	232903212	232906534	-	3323
gene:Zm00001eb162610	3	232908953	232909363	-	411
gene:Zm00001eb162620	3	232969812	232974562	-	4751
gene:Zm00001eb162630	3	233004626	233007824	+	3199
gene:Zm00001eb162640	3	233013844	233014674	+	831
gene:Zm00001eb162650	3	233065574	233068542	+	2969
gene:Zm00001eb162660	3	233139167	233140336	-	1170
gene:Zm00001eb162670	3	233145074	233147103	-	2030
gene:Zm00001eb162680	3	233179317	233181943	+	2627
gene:Zm00001eb162690	3	233187188	233189212	-	2025
gene:Zm00001eb162700	3	233197054	233202436	-	5383
gene:Zm00001eb162710	3	233209864	233211272	-	1409
gene:Zm00001eb162720	3	233218243	233223171	+	4929
gene:Zm00001eb162730	3	233227864	233231464	+	3601
gene:Zm00001eb162740	3	233262972	233263491	-	520
gene:Zm00001eb162750	3	233269215	233269927	-	713
gene:Zm00001eb162760	3	233270331	233276849	-	6519
gene:Zm00001eb162770	3	233278888	233279975	-	1088
gene:Zm00001eb162780	3	233278907	233285108	+	6202
gene:Zm00001eb162790	3	233361825	233369781	+	7957
gene:Zm00001eb162800	3	233406454	233415827	-	9374
gene:Zm00001eb162810	3	233483679	233491958	-	8280
gene:Zm00001eb162820	3	233536653	233542038	+	5386
gene:Zm00001eb162830	3	233543383	233555139	+	11757
gene:Zm00001eb162840	3	233557010	233567796	-	10787
gene:Zm00001eb162850	3	233568188	233568509	+	322
gene:Zm00001eb162860	3	233578372	233579394	-	1023
gene:Zm00001eb162870	3	233585004	233585562	+	559
gene:Zm00001eb162880	3	233604014	233624180	-	20167
gene:Zm00001eb162890	3	233687429	233747139	+	59711
gene:Zm00001eb162900	3	233844978	233845659	-	682
gene:Zm00001eb162910	3	233849352	233883881	+	34530
gene:Zm00001eb162920	3	233961833	233992625	+	30793
gene:Zm00001eb162930	3	234036022	234055615	-	19594
gene:Zm00001eb162940	3	234051240	234051791	-	552
gene:Zm00001eb162950	3	234161799	234168024	+	6226
gene:Zm00001eb162960	3	234166278	234168053	-	1776
gene:Zm00001eb162970	3	234244913	234246803	-	1891
gene:Zm00001eb162980	3	234244986	234246787	+	1802
gene:Zm00001eb162990	3	234340361	234348628	+	8268
gene:Zm00001eb163000	3	234395972	234464317	-	68346
gene:Zm00001eb163010	3	234506346	234508146	+	1801
gene:Zm00001eb163020	3	234541165	234544054	-	2890
gene:Zm00001eb163030	3	234623628	234625652	-	2025
gene:Zm00001eb163040	3	234665924	234669504	-	3581
gene:Zm00001eb163050	3	234688606	234690762	+	2157
gene:Zm00001eb163060	3	234726547	234728822	+	2276
gene:Zm00001eb163070	3	234770406	234776186	-	5781
gene:Zm00001eb163080	3	234784376	234786753	-	2378
gene:Zm00001eb163090	3	234821324	234824296	-	2973
gene:Zm00001eb163100	3	234870106	234876091	+	5986
gene:Zm00001eb163110	3	234876867	234877809	+	943
gene:Zm00001eb163120	3	234916650	234925393	+	8744
gene:Zm00001eb163130	3	234959929	234964143	+	4215
gene:Zm00001eb163140	3	234965422	234980807	+	15386
gene:Zm00001eb163150	3	235017274	235025987	-	8714
gene:Zm00001eb163160	3	235027288	235041890	-	14603
gene:Zm00001eb163170	3	235038742	235039485	+	744
gene:Zm00001eb163180	3	235088405	235090444	+	2040
gene:Zm00001eb163190	3	235088455	235090446	-	1992
gene:Zm00001eb163200	3	235161104	235163589	-	2486
gene:Zm00001eb163210	3	235163653	235166005	-	2353
gene:Zm00001eb163220	3	235166684	235197731	+	31048
gene:Zm00001eb163230	3	235186679	235187233	-	555
gene:Zm00001eb163240	3	235198390	235201558	-	3169
gene:Zm00001eb163250	3	235312716	235323561	+	10846
gene:Zm00001eb163260	3	235328474	235331364	-	2891
gene:Zm00001eb163270	3	235340901	235344829	+	3929
gene:Zm00001eb163280	3	235341974	235346452	-	4479
gene:Zm00001eb163290	3	235350576	235359970	+	9395
gene:Zm00001eb163300	3	235360483	235364204	+	3722
gene:Zm00001eb163310	3	235368130	235372441	+	4312
gene:Zm00001eb163320	3	235373189	235375911	+	2723
gene:Zm00001eb163330	3	235379010	235382976	+	3967
gene:Zm00001eb163340	3	235455861	235460581	+	4721
gene:Zm00001eb163350	3	235467799	235476133	+	8335
gene:Zm00001eb163360	3	235486758	235488786	-	2029
gene:Zm00001eb163370	3	235495825	235497789	+	1965
gene:Zm00001eb163380	3	235517577	235519327	+	1751
gene:Zm00001eb163390	3	235520028	235522646	-	2619
gene:Zm00001eb163400	3	235595868	235598569	-	2702
gene:Zm00001eb163410	3	235632342	235633145	+	804
gene:Zm00001eb163420	3	235637495	235638298	+	804
gene:Zm00001eb163430	3	235642648	235643451	+	804
gene:Zm00001eb163440	3	235658288	235660835	+	2548
gene:Zm00001eb163450	3	235659873	235660213	-	341
gene:Zm00001eb163460	3	235663871	235669195	+	5325
gene:Zm00001eb163470	3	235697171	235725576	+	28406
gene:Zm00001eb163480	3	235702115	235714209	-	12095
gene:Zm00001eb163490	3	235754413	235757563	+	3151
gene:Zm00001eb163500	3	235774799	235775539	+	741
gene:Zm00001eb163510	3	235775308	235779386	-	4079
gene:Zm00001eb163520	3	235779970	235785615	+	5646
gene:Zm00001eb163530	3	235785935	235796975	-	11041
gene:Zm00001eb163540	3	235901443	235909629	+	8187
gene:Zm00001eb163550	3	235924507	235926013	+	1507
gene:Zm00001eb163560	3	235927319	235929222	+	1904
gene:Zm00001eb163570	3	235929674	235932374	-	2701
gene:Zm00001eb163580	3	235971878	235975122	+	3245
gene:Zm00001eb163590	3	235996448	235999656	-	3209
gene:Zm00001eb163600	3	236001557	236005499	+	3943
gene:Zm00001eb163610	3	236001853	236002236	-	384
gene:Zm00001eb163620	3	236002379	236002707	-	329
gene:Zm00001eb163630	3	236071323	236085986	+	14664
gene:Zm00001eb163640	3	236087106	236088258	-	1153
gene:Zm00001eb163650	3	236090187	236091278	-	1092
gene:Zm00001eb163660	3	236137533	236138279	-	747
gene:Zm00001eb163670	3	236138304	236138576	-	273
gene:Zm00001eb163680	3	236143417	236143719	-	303
gene:Zm00001eb163690	3	236184856	236188243	+	3388
gene:Zm00001eb163700	3	236191920	236193143	+	1224
gene:Zm00001eb163710	3	236258006	236263867	+	5862
gene:Zm00001eb163720	3	236263455	236264937	-	1483
gene:Zm00001eb163730	3	236274635	236279852	+	5218
gene:Zm00001eb163740	3	236282084	236286299	+	4216
gene:Zm00001eb163750	3	236287420	236289563	-	2144
gene:Zm00001eb163760	3	236337909	236340008	+	2100
gene:Zm00001eb163770	3	236356985	236358505	-	1521
gene:Zm00001eb163780	3	236357338	236358715	+	1378
gene:Zm00001eb163790	3	236393161	236397072	+	3912
gene:Zm00001eb163800	3	236414351	236418193	-	3843
gene:Zm00001eb163810	3	236470440	236473527	+	3088
gene:Zm00001eb163820	3	236475481	236476215	-	735
gene:Zm00001eb163830	3	236496771	236497619	+	849
gene:Zm00001eb163840	3	236522199	236525143	+	2945
gene:Zm00001eb163850	3	236635882	236639269	+	3388
gene:Zm00001eb163860	3	236671245	236672802	+	1558
gene:Zm00001eb163870	3	236706749	236710244	+	3496
gene:Zm00001eb163880	3	236713751	236714677	-	927
gene:Zm00001eb163890	3	236713897	236714833	+	937
gene:Zm00001eb163900	3	236776914	236777939	+	1026
gene:Zm00001eb163910	3	236776930	236777815	-	886
gene:Zm00001eb163920	3	236822002	236822865	+	864
gene:Zm00001eb163930	3	236823095	236829636	-	6542
gene:Zm00001eb163940	3	236834595	236836931	+	2337
gene:Zm00001eb163950	3	236840262	236840672	-	411
gene:Zm00001eb163960	3	236856048	236860701	-	4654
gene:Zm00001eb163970	3	236908996	236912446	+	3451
gene:Zm00001eb163980	3	236913314	236916426	-	3113
gene:Zm00001eb163990	3	236947418	236952814	+	5397
gene:Zm00001eb164000	3	236948733	236949506	-	774
gene:Zm00001eb164010	3	236953472	236957735	+	4264
gene:Zm00001eb164020	3	237057395	237061457	+	4063
gene:Zm00001eb164030	3	237065198	237069946	-	4749
gene:Zm00001eb164040	3	237101311	237102101	+	791
gene:Zm00001eb164050	3	237102976	237103314	+	339
gene:Zm00001eb164060	3	237103432	237103677	+	246
gene:Zm00001eb164070	3	237104313	237106237	+	1925
gene:Zm00001eb164080	3	237131392	237134340	+	2949
gene:Zm00001eb164090	3	237155322	237157006	-	1685
gene:Zm00001eb164100	3	237202552	237203161	-	610
gene:Zm00001eb164110	3	237203244	237203596	-	353
gene:Zm00001eb164120	3	237281970	237283345	-	1376
gene:Zm00001eb164130	3	237286714	237288924	+	2211
gene:Zm00001eb164140	3	237340888	237341424	-	537
gene:Zm00001eb164150	3	237364754	237368028	-	3275
gene:Zm00001eb164160	3	237368663	237370138	-	1476
gene:Zm00001eb164170	3	237432497	237436856	-	4360
gene:Zm00001eb164180	3	237440225	237446084	+	5860
gene:Zm00001eb164190	3	237449873	237453585	-	3713
gene:Zm00001eb164200	3	237537731	237538632	-	902
gene:Zm00001eb164220	3	237637957	237639053	+	1097
gene:Zm00001eb164210	3	237637957	237639193	-	1237
gene:Zm00001eb164230	3	237755914	237766658	-	10745
gene:Zm00001eb164240	3	237811724	237819182	-	7459
gene:Zm00001eb164250	3	237868083	237878923	+	10841
gene:Zm00001eb164260	3	237871337	237872762	-	1426
gene:Zm00001eb164270	4	138588	140841	-	2254
gene:Zm00001eb164280	4	389698	391995	-	2298
gene:Zm00001eb164290	4	474046	474440	-	395
gene:Zm00001eb164300	4	557667	560880	+	3214
gene:Zm00001eb164310	4	560788	564225	-	3438
gene:Zm00001eb164320	4	561174	562019	+	846
gene:Zm00001eb164330	4	637372	640896	+	3525
gene:Zm00001eb164340	4	640960	641900	-	941
gene:Zm00001eb164350	4	1033659	1036014	-	2356
gene:Zm00001eb164360	4	1139881	1141342	+	1462
gene:Zm00001eb164370	4	1143256	1144777	-	1522
gene:Zm00001eb164380	4	1223245	1225153	+	1909
gene:Zm00001eb164390	4	1225604	1227957	+	2354
gene:Zm00001eb164400	4	1283795	1286054	+	2260
gene:Zm00001eb164410	4	1287402	1288747	+	1346
gene:Zm00001eb164420	4	1326272	1328667	+	2396
gene:Zm00001eb164430	4	1330020	1330563	-	544
gene:Zm00001eb164440	4	1330991	1331861	+	871
gene:Zm00001eb164450	4	1332956	1333800	-	845
gene:Zm00001eb164460	4	1343705	1348848	+	5144
gene:Zm00001eb164470	4	1346442	1348443	-	2002
gene:Zm00001eb164480	4	1348999	1351655	-	2657
gene:Zm00001eb164490	4	1352156	1354314	-	2159
gene:Zm00001eb164500	4	1355253	1357931	-	2679
gene:Zm00001eb164510	4	1356171	1356591	+	421
gene:Zm00001eb164520	4	1356770	1357082	+	313
gene:Zm00001eb164530	4	1357953	1365176	-	7224
gene:Zm00001eb164540	4	1362558	1362880	+	323
gene:Zm00001eb164550	4	1414775	1419496	-	4722
gene:Zm00001eb164560	4	1423084	1425129	+	2046
gene:Zm00001eb164570	4	1425175	1438104	+	12930
gene:Zm00001eb164580	4	1563895	1565644	+	1750
gene:Zm00001eb164590	4	1580879	1584890	+	4012
gene:Zm00001eb164600	4	1585103	1585893	-	791
gene:Zm00001eb164610	4	1587692	1588505	-	814
gene:Zm00001eb164620	4	1592445	1597124	+	4680
gene:Zm00001eb164630	4	1596829	1601927	-	5099
gene:Zm00001eb164640	4	1609576	1613921	-	4346
gene:Zm00001eb164650	4	1672964	1674909	-	1946
gene:Zm00001eb164660	4	1697325	1700273	+	2949
gene:Zm00001eb164670	4	1700442	1700777	-	336
gene:Zm00001eb164680	4	1701034	1702961	-	1928
gene:Zm00001eb164690	4	1762896	1763432	-	537
gene:Zm00001eb164700	4	1778168	1778743	-	576
gene:Zm00001eb164710	4	1779367	1779967	-	601
gene:Zm00001eb164720	4	1824867	1829450	+	4584
gene:Zm00001eb164730	4	1831789	1834185	+	2397
gene:Zm00001eb164740	4	1837797	1839174	+	1378
gene:Zm00001eb164750	4	1866884	1869039	-	2156
gene:Zm00001eb164760	4	2019051	2019994	-	944
gene:Zm00001eb164770	4	2019080	2019867	+	788
gene:Zm00001eb164780	4	2043122	2046726	-	3605
gene:Zm00001eb164790	4	2047985	2055185	+	7201
gene:Zm00001eb164800	4	2055594	2056575	-	982
gene:Zm00001eb164810	4	2070874	2074343	-	3470
gene:Zm00001eb164820	4	2079151	2088076	-	8926
gene:Zm00001eb164830	4	2086881	2087584	+	704
gene:Zm00001eb164840	4	2117374	2118727	-	1354
gene:Zm00001eb164850	4	2120041	2123195	+	3155
gene:Zm00001eb164860	4	2151334	2152870	+	1537
gene:Zm00001eb164870	4	2168621	2172051	-	3431
gene:Zm00001eb164880	4	2305693	2307244	-	1552
gene:Zm00001eb164890	4	2311775	2314207	-	2433
gene:Zm00001eb164900	4	2515403	2516954	-	1552
gene:Zm00001eb164910	4	2599296	2600296	-	1001
gene:Zm00001eb164920	4	2653151	2654841	-	1691
gene:Zm00001eb164930	4	2723135	2724832	-	1698
gene:Zm00001eb164940	4	2725831	2739388	+	13558
gene:Zm00001eb164950	4	2839688	2847036	+	7349
gene:Zm00001eb164960	4	2851659	2854752	-	3094
gene:Zm00001eb164970	4	2888776	2890460	+	1685
gene:Zm00001eb164980	4	2899942	2900351	-	410
gene:Zm00001eb164990	4	2900420	2902785	+	2366
gene:Zm00001eb165000	4	2905504	2908201	+	2698
gene:Zm00001eb165010	4	2911255	2912898	+	1644
gene:Zm00001eb165020	4	2911337	2912611	-	1275
gene:Zm00001eb165030	4	2917312	2918225	-	914
gene:Zm00001eb165040	4	2932728	2936306	-	3579
gene:Zm00001eb165050	4	2946902	2947278	-	377
gene:Zm00001eb165060	4	2973281	2979419	-	6139
gene:Zm00001eb165070	4	3094245	3094982	-	738
gene:Zm00001eb165080	4	3122142	3122967	+	826
gene:Zm00001eb165090	4	3128777	3131437	-	2661
gene:Zm00001eb165100	4	3136774	3137510	-	737
gene:Zm00001eb165110	4	3136899	3137544	+	646
gene:Zm00001eb165120	4	3153356	3154145	+	790
gene:Zm00001eb165130	4	3157604	3159376	-	1773
gene:Zm00001eb165140	4	3166862	3167768	-	907
gene:Zm00001eb165150	4	3167158	3167803	+	646
gene:Zm00001eb165160	4	3183828	3184371	+	544
gene:Zm00001eb165170	4	3234793	3255162	-	20370
gene:Zm00001eb165180	4	3236995	3238872	+	1878
gene:Zm00001eb165190	4	3259476	3259824	+	349
gene:Zm00001eb165200	4	3259883	3265271	+	5389
gene:Zm00001eb165210	4	3279151	3290546	-	11396
gene:Zm00001eb165220	4	3321968	3322936	-	969
gene:Zm00001eb165230	4	3333132	3336554	+	3423
gene:Zm00001eb165240	4	3334147	3336519	-	2373
gene:Zm00001eb165250	4	3338883	3341824	+	2942
gene:Zm00001eb165260	4	3363590	3365114	-	1525
gene:Zm00001eb165270	4	3366098	3370929	+	4832
gene:Zm00001eb165280	4	3371556	3376331	+	4776
gene:Zm00001eb165290	4	3410021	3410399	-	379
gene:Zm00001eb165300	4	3452380	3453210	-	831
gene:Zm00001eb165310	4	3473528	3475738	-	2211
gene:Zm00001eb165320	4	3475747	3476582	-	836
gene:Zm00001eb165330	4	3479467	3480622	-	1156
gene:Zm00001eb165340	4	3501991	3505203	-	3213
gene:Zm00001eb165350	4	3509114	3511263	-	2150
gene:Zm00001eb165360	4	3509305	3511313	+	2009
gene:Zm00001eb165370	4	3512945	3525484	+	12540
gene:Zm00001eb165380	4	3521864	3522256	+	393
gene:Zm00001eb165390	4	3526729	3527667	-	939
gene:Zm00001eb165400	4	3530483	3533031	+	2549
gene:Zm00001eb165410	4	3542471	3544431	+	1961
gene:Zm00001eb165420	4	3610401	3621644	+	11244
gene:Zm00001eb165430	4	3621962	3623728	+	1767
gene:Zm00001eb165440	4	3624033	3627815	-	3783
gene:Zm00001eb165450	4	3629929	3634070	+	4142
gene:Zm00001eb165460	4	3683915	3689959	+	6045
gene:Zm00001eb165470	4	3691950	3693312	-	1363
gene:Zm00001eb165480	4	3705516	3709097	+	3582
gene:Zm00001eb165490	4	3715953	3719971	+	4019
gene:Zm00001eb165500	4	3721970	3724060	-	2091
gene:Zm00001eb165510	4	3739766	3743953	-	4188
gene:Zm00001eb165520	4	3776615	3777109	-	495
gene:Zm00001eb165530	4	3785448	3788223	-	2776
gene:Zm00001eb165540	4	3790013	3791802	-	1790
gene:Zm00001eb165550	4	3850064	3852826	-	2763
gene:Zm00001eb165560	4	3890323	3892942	-	2620
gene:Zm00001eb165570	4	3890375	3892942	+	2568
gene:Zm00001eb165580	4	3947906	3950125	+	2220
gene:Zm00001eb165590	4	4060833	4062879	-	2047
gene:Zm00001eb165600	4	4080439	4084988	+	4550
gene:Zm00001eb165610	4	4106275	4108968	+	2694
gene:Zm00001eb165620	4	4111390	4113543	+	2154
gene:Zm00001eb165630	4	4116762	4118560	-	1799
gene:Zm00001eb165640	4	4116901	4118901	+	2001
gene:Zm00001eb165650	4	4121459	4123004	+	1546
gene:Zm00001eb165660	4	4389459	4393855	+	4397
gene:Zm00001eb165670	4	4391195	4393855	-	2661
gene:Zm00001eb165680	4	4420390	4421229	+	840
gene:Zm00001eb165690	4	4420569	4421201	-	633
gene:Zm00001eb165700	4	4421513	4428072	-	6560
gene:Zm00001eb165710	4	4428323	4435765	-	7443
gene:Zm00001eb165720	4	4439539	4440119	-	581
gene:Zm00001eb165730	4	4453324	4453996	+	673
gene:Zm00001eb165740	4	4453325	4453798	-	474
gene:Zm00001eb165750	4	4456660	4457308	-	649
gene:Zm00001eb165760	4	4456843	4457296	+	454
gene:Zm00001eb165770	4	4457747	4463196	-	5450
gene:Zm00001eb165780	4	4494101	4494907	-	807
gene:Zm00001eb165790	4	4494101	4495409	+	1309
gene:Zm00001eb165800	4	4534456	4535344	-	889
gene:Zm00001eb165810	4	4569119	4572918	+	3800
gene:Zm00001eb165820	4	4575096	4576152	+	1057
gene:Zm00001eb165830	4	4576739	4577674	+	936
gene:Zm00001eb165840	4	4581216	4582420	+	1205
gene:Zm00001eb165850	4	4581604	4582655	-	1052
gene:Zm00001eb165860	4	4721575	4726122	+	4548
gene:Zm00001eb165870	4	4726401	4732153	+	5753
gene:Zm00001eb165880	4	4733233	4741852	+	8620
gene:Zm00001eb165890	4	4864451	4867210	+	2760
gene:Zm00001eb165900	4	4867908	4870368	-	2461
gene:Zm00001eb165910	4	4911455	4911903	-	449
gene:Zm00001eb165920	4	5030056	5031222	-	1167
gene:Zm00001eb165930	4	5030101	5033663	+	3563
gene:Zm00001eb165940	4	5036636	5038530	+	1895
gene:Zm00001eb165950	4	5040850	5065312	+	24463
gene:Zm00001eb165960	4	5065930	5069419	+	3490
gene:Zm00001eb165970	4	5073852	5076304	-	2453
gene:Zm00001eb165980	4	5079604	5081460	+	1857
gene:Zm00001eb165990	4	5081516	5082028	-	513
gene:Zm00001eb166000	4	5106830	5108841	-	2012
gene:Zm00001eb166010	4	5117079	5118083	+	1005
gene:Zm00001eb166020	4	5149168	5150049	+	882
gene:Zm00001eb166030	4	5179703	5180662	+	960
gene:Zm00001eb166040	4	5206796	5207680	+	885
gene:Zm00001eb166050	4	5242973	5246123	-	3151
gene:Zm00001eb166060	4	5244347	5244712	+	366
gene:Zm00001eb166070	4	5246761	5247944	-	1184
gene:Zm00001eb166080	4	5253462	5254340	+	879
gene:Zm00001eb166090	4	5270000	5271950	-	1951
gene:Zm00001eb166100	4	5277667	5280187	+	2521
gene:Zm00001eb166110	4	5278903	5279258	-	356
gene:Zm00001eb166120	4	5309479	5310634	-	1156
gene:Zm00001eb166130	4	5309618	5310805	+	1188
gene:Zm00001eb166140	4	5336037	5337576	+	1540
gene:Zm00001eb166150	4	5383855	5391453	+	7599
gene:Zm00001eb166160	4	5395499	5396705	+	1207
gene:Zm00001eb166170	4	5449917	5450912	-	996
gene:Zm00001eb166180	4	5461609	5472675	+	11067
gene:Zm00001eb166190	4	5496888	5500223	+	3336
gene:Zm00001eb166200	4	5501456	5502203	+	748
gene:Zm00001eb166210	4	5502820	5505618	+	2799
gene:Zm00001eb166220	4	5511396	5516213	+	4818
gene:Zm00001eb166230	4	5528494	5530489	+	1996
gene:Zm00001eb166240	4	5573009	5575682	+	2674
gene:Zm00001eb166250	4	5624713	5627201	+	2489
gene:Zm00001eb166260	4	5651921	5658559	+	6639
gene:Zm00001eb166270	4	5685432	5686609	+	1178
gene:Zm00001eb166280	4	5700645	5701128	+	484
gene:Zm00001eb166290	4	5709242	5715343	-	6102
gene:Zm00001eb166300	4	5722066	5722866	-	801
gene:Zm00001eb166310	4	5723012	5723314	-	303
gene:Zm00001eb166320	4	5723699	5726131	+	2433
gene:Zm00001eb166330	4	5730041	5730551	+	511
gene:Zm00001eb166340	4	5731200	5735711	+	4512
gene:Zm00001eb166350	4	5739704	5740214	+	511
gene:Zm00001eb166360	4	5744267	5745257	+	991
gene:Zm00001eb166370	4	5745429	5745791	+	363
gene:Zm00001eb166380	4	5753412	5756020	+	2609
gene:Zm00001eb166390	4	5769119	5771070	-	1952
gene:Zm00001eb166400	4	5781658	5783504	-	1847
gene:Zm00001eb166410	4	5819215	5821030	+	1816
gene:Zm00001eb166420	4	5828385	5829974	-	1590
gene:Zm00001eb166430	4	5874614	5885172	-	10559
gene:Zm00001eb166440	4	5884981	5888963	+	3983
gene:Zm00001eb166450	4	5894733	5895568	+	836
gene:Zm00001eb166460	4	5896251	5900442	-	4192
gene:Zm00001eb166470	4	5903717	5904343	-	627
gene:Zm00001eb166480	4	5921614	5922353	-	740
gene:Zm00001eb166490	4	5936402	5938984	-	2583
gene:Zm00001eb166500	4	5936783	5937838	+	1056
gene:Zm00001eb166510	4	5938354	5938975	+	622
gene:Zm00001eb166520	4	5991734	5992330	+	597
gene:Zm00001eb166530	4	5994311	5994872	+	562
gene:Zm00001eb166540	4	6003288	6004588	-	1301
gene:Zm00001eb166550	4	6007762	6014667	+	6906
gene:Zm00001eb166560	4	6013571	6014790	-	1220
gene:Zm00001eb166570	4	6035873	6043236	+	7364
gene:Zm00001eb166580	4	6076680	6077672	+	993
gene:Zm00001eb166590	4	6091088	6091703	+	616
gene:Zm00001eb166600	4	6119406	6139139	+	19734
gene:Zm00001eb166610	4	6142268	6143494	+	1227
gene:Zm00001eb166620	4	6153606	6154821	+	1216
gene:Zm00001eb166630	4	6157141	6158213	+	1073
gene:Zm00001eb166640	4	6162714	6163412	-	699
gene:Zm00001eb166650	4	6171666	6172835	+	1170
gene:Zm00001eb166660	4	6184377	6185368	+	992
gene:Zm00001eb166670	4	6188501	6189500	+	1000
gene:Zm00001eb166680	4	6214016	6216534	+	2519
gene:Zm00001eb166690	4	6254488	6257123	-	2636
gene:Zm00001eb166700	4	6257803	6264933	-	7131
gene:Zm00001eb166710	4	6266105	6274355	+	8251
gene:Zm00001eb166720	4	6279289	6279651	+	363
gene:Zm00001eb166730	4	6279708	6280173	+	466
gene:Zm00001eb166740	4	6280069	6282009	-	1941
gene:Zm00001eb166750	4	6282768	6285820	+	3053
gene:Zm00001eb166760	4	6330182	6333177	-	2996
