rs chr ps
S4_17375839 4 17375839
S4_17375852 4 17375852
S4_17385286 4 17385286
S4_17385295 4 17385295
S4_17433909 4 17433909
S4_17434495 4 17434495
S4_17436705 4 17436705
S4_17437021 4 17437021
S4_17437023 4 17437023
S4_17438675 4 17438675
S4_17529168 4 17529168
S4_17529857 4 17529857
S4_17551524 4 17551524
S4_17551532 4 17551532
S4_17551533 4 17551533
S4_17564152 4 17564152
S4_17576666 4 17576666
S4_17577042 4 17577042
S4_17577175 4 17577175
S4_17627374 4 17627374
S4_17634773 4 17634773
S4_17634860 4 17634860
S4_17645601 4 17645601
S4_17645618 4 17645618
S4_17661118 4 17661118
S4_17661836 4 17661836
S4_17673640 4 17673640
S4_17678844 4 17678844
S4_17682280 4 17682280
S4_17763569 4 17763569
S4_17763585 4 17763585
S4_17783653 4 17783653
S4_17783756 4 17783756
S4_17783800 4 17783800
S4_17783868 4 17783868
S4_17783877 4 17783877
S4_17783878 4 17783878
S4_17783887 4 17783887
S4_17792782 4 17792782
S4_17792805 4 17792805
S4_17800815 4 17800815
S4_17817553 4 17817553
S4_17817571 4 17817571
S4_17832989 4 17832989
S4_17853479 4 17853479
S4_17853487 4 17853487
S4_17896337 4 17896337
S4_17896562 4 17896562
S4_17896592 4 17896592
S4_17898659 4 17898659
S4_17898680 4 17898680
S4_17966243 4 17966243
S4_17983347 4 17983347
S4_17999010 4 17999010
S4_18000050 4 18000050
S4_18000113 4 18000113
S4_18027986 4 18027986
S4_18089679 4 18089679
S4_18089699 4 18089699
S4_18089705 4 18089705
S4_18108736 4 18108736
S4_18108751 4 18108751
S4_18108773 4 18108773
S4_18122445 4 18122445
S4_18165723 4 18165723
S4_18172240 4 18172240
S4_18172291 4 18172291
S4_18179040 4 18179040
S4_18179392 4 18179392
S4_18179644 4 18179644
S4_18187163 4 18187163
S4_18199677 4 18199677
S4_18207497 4 18207497
S4_18207507 4 18207507
S4_18231792 4 18231792
S4_18232221 4 18232221
S4_18232223 4 18232223
S4_18232235 4 18232235
S4_18290401 4 18290401
S4_18296013 4 18296013
S4_18300279 4 18300279
S4_18300340 4 18300340
S4_18349110 4 18349110
S4_18351491 4 18351491
S4_18351495 4 18351495
S4_18360077 4 18360077
S4_18417677 4 18417677
S4_18469655 4 18469655
S4_18469688 4 18469688
S4_18532793 4 18532793
S4_18532800 4 18532800
S4_18541677 4 18541677
S4_18558743 4 18558743
S4_18558775 4 18558775
S4_18558903 4 18558903
S4_18559049 4 18559049
S4_18559261 4 18559261
S4_18559976 4 18559976
S4_18559982 4 18559982
S4_18560111 4 18560111
S4_18560403 4 18560403
S4_18561701 4 18561701
S4_18565524 4 18565524
S4_18565626 4 18565626
S4_18566408 4 18566408
S4_18566434 4 18566434
S4_18571077 4 18571077
S4_18575897 4 18575897
S4_18580233 4 18580233
S4_18580270 4 18580270
S4_18580350 4 18580350
S4_18606056 4 18606056
S4_18606087 4 18606087
S4_18606174 4 18606174
S4_18693713 4 18693713
S4_18693924 4 18693924
S4_18693997 4 18693997
S4_18718001 4 18718001
S4_18718010 4 18718010
S4_18729966 4 18729966
S4_18729994 4 18729994
S4_18730017 4 18730017
S4_18730089 4 18730089
S4_18730099 4 18730099
S4_18730187 4 18730187
S4_18731350 4 18731350
S4_18731354 4 18731354
S4_18775384 4 18775384
S4_18775409 4 18775409
S4_18789105 4 18789105
S4_18789158 4 18789158
S4_18797078 4 18797078
S4_18797135 4 18797135
S4_18871810 4 18871810
S4_18871835 4 18871835
S4_18871837 4 18871837
S4_18871842 4 18871842
S4_18881202 4 18881202
S4_18913701 4 18913701
S4_18914802 4 18914802
S4_18921294 4 18921294
S4_18924798 4 18924798
S4_18924849 4 18924849
S4_18925952 4 18925952
S4_18927805 4 18927805
S4_18928006 4 18928006
S4_18928774 4 18928774
S4_18929467 4 18929467
S4_18931244 4 18931244
S4_18931776 4 18931776
S4_18931901 4 18931901
S4_18931942 4 18931942
S4_18939188 4 18939188
S4_18939207 4 18939207
S4_18958124 4 18958124
S4_19003948 4 19003948
S4_19072508 4 19072508
S4_19078662 4 19078662
S4_19080448 4 19080448
S4_19086347 4 19086347
S4_19086704 4 19086704
S4_19087815 4 19087815
S4_19087867 4 19087867
S4_19089694 4 19089694
S4_19096901 4 19096901
S4_19097425 4 19097425
S4_19097440 4 19097440
S4_19097457 4 19097457
S4_19101862 4 19101862
S4_19110139 4 19110139
S4_19110145 4 19110145
S4_19110147 4 19110147
S4_19110159 4 19110159
S4_19124740 4 19124740
S4_19124741 4 19124741
S4_19124883 4 19124883
S4_19130046 4 19130046
S4_19130182 4 19130182
S4_19130214 4 19130214
S4_19132173 4 19132173
S4_19132197 4 19132197
S4_19141736 4 19141736
S4_19159817 4 19159817
S4_19198920 4 19198920
S4_19199954 4 19199954
S4_19202545 4 19202545
S4_19202679 4 19202679
S4_19202681 4 19202681
S4_19211176 4 19211176
S4_19225556 4 19225556
S4_19234601 4 19234601
S4_19274642 4 19274642
S4_19285123 4 19285123
S4_19285139 4 19285139
S4_19289830 4 19289830
S4_19308325 4 19308325
S4_19308464 4 19308464
S4_19311750 4 19311750
S4_19311758 4 19311758
S4_19311816 4 19311816
S4_19311919 4 19311919
S4_19340632 4 19340632
S4_19342094 4 19342094
S4_19342141 4 19342141
S4_19347407 4 19347407
S4_19347466 4 19347466
S4_19347476 4 19347476
S4_19347540 4 19347540
S4_19347582 4 19347582
S4_19348395 4 19348395
S4_19348435 4 19348435
S4_19348452 4 19348452
S4_19390383 4 19390383
S4_19390391 4 19390391
S4_19437633 4 19437633
S4_19437650 4 19437650
S4_19437664 4 19437664
S4_19438983 4 19438983
S4_19439021 4 19439021
S4_19439482 4 19439482
S4_19439493 4 19439493
S4_19439668 4 19439668
S4_19440624 4 19440624
S4_19446292 4 19446292
S4_19471968 4 19471968
S4_19471974 4 19471974
S4_19471983 4 19471983
S4_19471989 4 19471989
S4_19498987 4 19498987
S4_19519502 4 19519502
S4_19519504 4 19519504
S4_19519533 4 19519533
S4_19519543 4 19519543
S4_19519659 4 19519659
S4_19527762 4 19527762
S4_19527790 4 19527790
S4_19532604 4 19532604
S4_19532651 4 19532651
S4_19532761 4 19532761
S4_19544102 4 19544102
S4_19550397 4 19550397
S4_19550400 4 19550400
S4_19550580 4 19550580
S4_19550759 4 19550759
S4_19554769 4 19554769
S4_19554809 4 19554809
S4_19557918 4 19557918
S4_19578366 4 19578366
S4_19581685 4 19581685
S4_19586519 4 19586519
S4_19587537 4 19587537
S4_19587716 4 19587716
S4_19661990 4 19661990
S4_19665866 4 19665866
S4_19666030 4 19666030
S4_19666057 4 19666057
S4_19666287 4 19666287
S4_19670777 4 19670777
S4_19670799 4 19670799
S4_19670823 4 19670823
S4_19672725 4 19672725
S4_19672773 4 19672773
S4_19716277 4 19716277
S4_19759028 4 19759028
S4_19759215 4 19759215
S4_19759221 4 19759221
S4_19765852 4 19765852
S4_19765869 4 19765869
S4_19766854 4 19766854
S4_19770296 4 19770296
S4_19771025 4 19771025
S4_19771449 4 19771449
S4_19845430 4 19845430
S4_19866956 4 19866956
S4_19927232 4 19927232
S4_19930737 4 19930737
S4_19930828 4 19930828
S4_19930917 4 19930917
S4_19943069 4 19943069
S4_19943121 4 19943121
S4_19957303 4 19957303
S4_19957334 4 19957334
S4_19982368 4 19982368
S4_19982409 4 19982409
S4_19989992 4 19989992
S4_19990765 4 19990765
S4_20011781 4 20011781
S4_20011874 4 20011874
S4_20023868 4 20023868
S4_20023873 4 20023873
S4_20023885 4 20023885
S4_20023887 4 20023887
S4_20023888 4 20023888
S4_20028675 4 20028675
S4_20028702 4 20028702
S4_20028703 4 20028703
S4_20032573 4 20032573
S4_20047153 4 20047153
S4_20066952 4 20066952
S4_20071171 4 20071171
S4_20071174 4 20071174
S4_20071311 4 20071311
S4_20071336 4 20071336
S4_20071457 4 20071457
S4_20071590 4 20071590
S4_20084398 4 20084398
S4_20112191 4 20112191
S4_20128985 4 20128985
S4_20128986 4 20128986
S4_20129026 4 20129026
S4_20137648 4 20137648
S4_20152848 4 20152848
S4_20152860 4 20152860
S4_20152895 4 20152895
S4_20153428 4 20153428
S4_20164616 4 20164616
S4_20183808 4 20183808
S4_20187624 4 20187624
S4_20188840 4 20188840
S4_20256610 4 20256610
S4_20284596 4 20284596
S4_20289394 4 20289394
S4_20289395 4 20289395
S4_20313806 4 20313806
S4_20313809 4 20313809
S4_20321184 4 20321184
S4_20321196 4 20321196
S4_20334033 4 20334033
S4_20335923 4 20335923
S4_20360702 4 20360702
S4_20362308 4 20362308
S4_20362366 4 20362366
S4_20364748 4 20364748
S4_20364755 4 20364755
S4_20367290 4 20367290
S4_20379742 4 20379742
S4_20381029 4 20381029
S4_20403280 4 20403280
S4_20403331 4 20403331
S4_20403334 4 20403334
S4_20407340 4 20407340
S4_20407371 4 20407371
S4_20407441 4 20407441
S4_20451855 4 20451855
S4_20479191 4 20479191
S4_20506046 4 20506046
S4_20513820 4 20513820
S4_20550247 4 20550247
S4_20550485 4 20550485
S4_20551340 4 20551340
S4_20553812 4 20553812
S4_20563530 4 20563530
S4_20641221 4 20641221
S4_20641227 4 20641227
S4_20641283 4 20641283
S4_20641284 4 20641284
S4_20696681 4 20696681
S4_20697543 4 20697543
S4_20697545 4 20697545
S4_20705077 4 20705077
S4_20719116 4 20719116
S4_20728924 4 20728924
S4_20739229 4 20739229
S4_20739379 4 20739379
S4_20739386 4 20739386
S4_20739388 4 20739388
S4_20739906 4 20739906
S4_20793268 4 20793268
S4_20793463 4 20793463
S4_20800714 4 20800714
S4_20818736 4 20818736
S4_20818740 4 20818740
S4_20818767 4 20818767
S4_20858579 4 20858579
S4_20858582 4 20858582
S4_20866381 4 20866381
S4_20866402 4 20866402
S4_20881211 4 20881211
S4_20881241 4 20881241
S4_20881359 4 20881359
S4_20931541 4 20931541
S4_20932816 4 20932816
S4_20935867 4 20935867
S4_20935955 4 20935955
S4_20944748 4 20944748
S4_20951264 4 20951264
S4_20951420 4 20951420
S4_20951463 4 20951463
S4_20951479 4 20951479
S4_20951489 4 20951489
S4_20965858 4 20965858
S4_20970007 4 20970007
S4_20973838 4 20973838
S4_20974026 4 20974026
S4_20974065 4 20974065
S4_20974067 4 20974067
S4_20987590 4 20987590
S4_20988930 4 20988930
S4_20991386 4 20991386
S4_20991415 4 20991415
S4_21010811 4 21010811
S4_21010854 4 21010854
S4_21025836 4 21025836
S4_21025838 4 21025838
S4_21084290 4 21084290
S4_21084295 4 21084295
S4_21084301 4 21084301
S4_21084379 4 21084379
S4_21118196 4 21118196
S4_21118205 4 21118205
S4_21157929 4 21157929
S4_21158264 4 21158264
S4_21158329 4 21158329
S4_21160447 4 21160447
S4_21160463 4 21160463
S4_21171192 4 21171192
S4_21171393 4 21171393
S4_21171445 4 21171445
S4_21171450 4 21171450
S4_21171486 4 21171486
S4_21171523 4 21171523
S4_21184524 4 21184524
S4_21184525 4 21184525
S4_21184706 4 21184706
S4_21184946 4 21184946
S4_21200617 4 21200617
S4_21227085 4 21227085
S4_21227089 4 21227089
S4_21227103 4 21227103
S4_21227113 4 21227113
S4_21227128 4 21227128
S4_21251819 4 21251819
S4_21252585 4 21252585
S4_21276750 4 21276750
S4_21276789 4 21276789
S4_21276813 4 21276813
S4_21276827 4 21276827
S4_21276832 4 21276832
S4_21276937 4 21276937
S4_21276946 4 21276946
S4_21276973 4 21276973
S4_21288809 4 21288809
S4_21288824 4 21288824
S4_21289000 4 21289000
S4_21289061 4 21289061
S4_21365161 4 21365161
S4_21365165 4 21365165
S4_21369369 4 21369369
S4_21370240 4 21370240
S4_21370247 4 21370247
S4_21370986 4 21370986
S4_21370992 4 21370992
S4_21371058 4 21371058
S4_21406921 4 21406921
S4_21417676 4 21417676
S4_21417711 4 21417711
S4_21417716 4 21417716
S4_21417720 4 21417720
S4_21442217 4 21442217
S4_21442263 4 21442263
S4_21468678 4 21468678
S4_21523370 4 21523370
S4_21523380 4 21523380
S4_21565922 4 21565922
S4_21565951 4 21565951
S4_21566401 4 21566401
S4_21587751 4 21587751
S4_21587758 4 21587758
S4_21606791 4 21606791
S4_21606812 4 21606812
S4_21641079 4 21641079
S4_21641092 4 21641092
S4_21645654 4 21645654
S4_21645672 4 21645672
S4_21650293 4 21650293
S4_21650297 4 21650297
S4_21650326 4 21650326
S4_21651088 4 21651088
S4_21651297 4 21651297
S4_21651324 4 21651324
S4_21651359 4 21651359
S4_21651395 4 21651395
S4_21652339 4 21652339
S4_21652346 4 21652346
S4_21654337 4 21654337
S4_21654396 4 21654396
S4_21678297 4 21678297
S4_21684560 4 21684560
S4_21684684 4 21684684
S4_21684709 4 21684709
S4_21684859 4 21684859
S4_21684947 4 21684947
S4_21684994 4 21684994
S4_21685058 4 21685058
S4_21688091 4 21688091
S4_21688165 4 21688165
S4_21690085 4 21690085
S4_21690092 4 21690092
S4_21702009 4 21702009
S4_21702014 4 21702014
S4_21735982 4 21735982
S4_21736105 4 21736105
S4_21746920 4 21746920
S4_21746923 4 21746923
S4_21794479 4 21794479
S4_21799286 4 21799286
S4_21803838 4 21803838
S4_21803841 4 21803841
S4_21835625 4 21835625
S4_21835644 4 21835644
S4_21836105 4 21836105
S4_21838023 4 21838023
S4_21838051 4 21838051
S4_21838553 4 21838553
S4_21860560 4 21860560
S4_21871483 4 21871483
S4_21871516 4 21871516
S4_21871721 4 21871721
S4_21871728 4 21871728
S4_21872011 4 21872011
S4_21876638 4 21876638
S4_21876652 4 21876652
S4_21881812 4 21881812
S4_21913137 4 21913137
S4_21914563 4 21914563
S4_21914607 4 21914607
S4_21914655 4 21914655
S4_21967658 4 21967658
S4_21970378 4 21970378
S4_21970408 4 21970408
S4_21977540 4 21977540
S4_21980714 4 21980714
S4_21980715 4 21980715
S4_21980716 4 21980716
S4_22004727 4 22004727
S4_22004770 4 22004770
S4_22027228 4 22027228
S4_22039070 4 22039070
S4_22042061 4 22042061
S4_22043671 4 22043671
S4_22050653 4 22050653
S4_22065994 4 22065994
S4_22080081 4 22080081
S4_22093706 4 22093706
S4_22093754 4 22093754
S4_22093759 4 22093759
S4_22102110 4 22102110
S4_22129223 4 22129223
S4_22129295 4 22129295
S4_22129302 4 22129302
S4_22129338 4 22129338
S4_22179608 4 22179608
S4_22179703 4 22179703
S4_22179955 4 22179955
S4_22179966 4 22179966
S4_22203549 4 22203549
S4_22203560 4 22203560
S4_22203788 4 22203788
S4_22203841 4 22203841
S4_22206628 4 22206628
S4_22206658 4 22206658
S4_22221050 4 22221050
S4_22221063 4 22221063
S4_22221087 4 22221087
S4_22221098 4 22221098
S4_22221269 4 22221269
S4_22268183 4 22268183
S4_22268191 4 22268191
S4_22268192 4 22268192
S4_22270407 4 22270407
S4_22292879 4 22292879
S4_22292890 4 22292890
S4_22295903 4 22295903
S4_22295995 4 22295995
S4_22296056 4 22296056
S4_22296071 4 22296071
S4_22369103 4 22369103
S4_22371642 4 22371642
S4_22371734 4 22371734
S4_22389594 4 22389594
S4_22407899 4 22407899
S4_22490187 4 22490187
S4_22490205 4 22490205
S4_22492497 4 22492497
S4_22563341 4 22563341
S4_22564304 4 22564304
S4_22564328 4 22564328
S4_22598962 4 22598962
S4_22625595 4 22625595
S4_22626710 4 22626710
S4_22626725 4 22626725
S4_22626726 4 22626726
S4_22636927 4 22636927
S4_22636930 4 22636930
S4_22637162 4 22637162
S4_22660639 4 22660639
S4_22660663 4 22660663
S4_22660689 4 22660689
S4_22660696 4 22660696
S4_22660804 4 22660804
S4_22661128 4 22661128
S4_22671175 4 22671175
S4_22671411 4 22671411
S4_22671450 4 22671450
S4_22671910 4 22671910
S4_22671923 4 22671923
S4_22671930 4 22671930
S4_22671972 4 22671972
S4_22674961 4 22674961
S4_22685109 4 22685109
S4_22685111 4 22685111
S4_22685253 4 22685253
S4_22685633 4 22685633
S4_22711249 4 22711249
S4_22722960 4 22722960
S4_22723012 4 22723012
S4_22723062 4 22723062
S4_22723075 4 22723075
S4_22723091 4 22723091
S4_22802719 4 22802719
S4_22808450 4 22808450
S4_22808696 4 22808696
S4_22810676 4 22810676
S4_22863787 4 22863787
S4_22863789 4 22863789
S4_22863828 4 22863828
S4_22865085 4 22865085
S4_22872543 4 22872543
S4_22872552 4 22872552
S4_22872565 4 22872565
S4_22872566 4 22872566
S4_22900392 4 22900392
S4_22946326 4 22946326
S4_22947957 4 22947957
S4_22947984 4 22947984
S4_22948059 4 22948059
S4_22948070 4 22948070
S4_22948079 4 22948079
S4_22948103 4 22948103
S4_22959820 4 22959820
S4_22960402 4 22960402
S4_22966936 4 22966936
S4_23042067 4 23042067
S4_23061214 4 23061214
S4_23061228 4 23061228
S4_23062557 4 23062557
S4_23066920 4 23066920
S4_23067118 4 23067118
S4_23067214 4 23067214
S4_23068850 4 23068850
S4_23073112 4 23073112
S4_23090952 4 23090952
S4_23095442 4 23095442
S4_23095493 4 23095493
S4_23095979 4 23095979
S4_23095980 4 23095980
S4_23097539 4 23097539
S4_23097561 4 23097561
S4_23097562 4 23097562
S4_23097579 4 23097579
S4_23097581 4 23097581
S4_23097592 4 23097592
S4_23097612 4 23097612
S4_23103647 4 23103647
S4_23103680 4 23103680
S4_23136163 4 23136163
S4_23136579 4 23136579
S4_23142533 4 23142533
S4_23142541 4 23142541
S4_23150446 4 23150446
S4_23151927 4 23151927
S4_23153086 4 23153086
S4_23153980 4 23153980
S4_23154022 4 23154022
S4_23157434 4 23157434
S4_23157529 4 23157529
S4_23158206 4 23158206
S4_23158243 4 23158243
S4_23168577 4 23168577
S4_23168582 4 23168582
S4_23168598 4 23168598
S4_23168639 4 23168639
S4_23168656 4 23168656
S4_23206843 4 23206843
S4_23215457 4 23215457
S4_23224982 4 23224982
S4_23231049 4 23231049
S4_23235313 4 23235313
S4_23246987 4 23246987
S4_23247003 4 23247003
S4_23247207 4 23247207
S4_23247238 4 23247238
S4_23247369 4 23247369
S4_23247406 4 23247406
S4_23247407 4 23247407
S4_23247419 4 23247419
S4_23247469 4 23247469
S4_23249378 4 23249378
S4_23249431 4 23249431
S4_23251339 4 23251339
S4_23252929 4 23252929
S4_23256531 4 23256531
S4_23257456 4 23257456
S4_23257539 4 23257539
S4_23257590 4 23257590
S4_23257592 4 23257592
S4_23257697 4 23257697
S4_23257722 4 23257722
S4_23294634 4 23294634
S4_23307105 4 23307105
S4_23319778 4 23319778
S4_23321186 4 23321186
S4_23338248 4 23338248
S4_23365493 4 23365493
S4_23365503 4 23365503
S4_23365515 4 23365515
S4_23369876 4 23369876
S4_23388487 4 23388487
S4_23390178 4 23390178
S4_23390195 4 23390195
S4_23390375 4 23390375
S4_23390395 4 23390395
S4_23392623 4 23392623
S4_23393229 4 23393229
S4_23398239 4 23398239
S4_23398245 4 23398245
S4_23398270 4 23398270
S4_23398275 4 23398275
S4_23398363 4 23398363
S4_23462807 4 23462807
S4_23483952 4 23483952
S4_23483992 4 23483992
S4_23540267 4 23540267
S4_23542364 4 23542364
S4_23542433 4 23542433
S4_23565517 4 23565517
S4_23565543 4 23565543
S4_23573725 4 23573725
S4_23573764 4 23573764
S4_23573770 4 23573770
S4_23590028 4 23590028
S4_23590031 4 23590031
S4_23600412 4 23600412
S4_23600511 4 23600511
S4_23631167 4 23631167
S4_23641541 4 23641541
S4_23641549 4 23641549
S4_23725005 4 23725005
S4_23725092 4 23725092
S4_23725103 4 23725103
S4_23725119 4 23725119
S4_23725125 4 23725125
S4_23834919 4 23834919
S4_23834946 4 23834946
S4_23834987 4 23834987
S4_23941097 4 23941097
S4_23952200 4 23952200
S4_23962884 4 23962884
S4_23965037 4 23965037
S4_23990324 4 23990324
S4_23990330 4 23990330
S4_23990335 4 23990335
S4_23990389 4 23990389
S4_23990391 4 23990391
S4_24046654 4 24046654
S4_24049605 4 24049605
S4_24049702 4 24049702
S4_24071460 4 24071460
S4_24112445 4 24112445
S4_24121300 4 24121300
S4_24133368 4 24133368
S4_24135325 4 24135325
S4_24136506 4 24136506
S4_24136525 4 24136525
S4_24140909 4 24140909
S4_24141025 4 24141025
S4_24141482 4 24141482
S4_24141513 4 24141513
S4_24145354 4 24145354
S4_24150167 4 24150167
S4_24153554 4 24153554
S4_24159951 4 24159951
S4_24159964 4 24159964
S4_24161780 4 24161780
S4_24161785 4 24161785
S4_24162050 4 24162050
S4_24167352 4 24167352
S4_24167536 4 24167536
S4_24172813 4 24172813
S4_24172841 4 24172841
S4_24177084 4 24177084
S4_24177115 4 24177115
S4_24220862 4 24220862
S4_24220872 4 24220872
S4_24227097 4 24227097
S4_24227131 4 24227131
S4_24227134 4 24227134
S4_24227178 4 24227178
S4_24247143 4 24247143
S4_24247183 4 24247183
S4_24247407 4 24247407
S4_24247426 4 24247426
S4_24247435 4 24247435
S4_24250502 4 24250502
S4_24250505 4 24250505
S4_24250546 4 24250546
S4_24268037 4 24268037
S4_24268040 4 24268040
S4_24268085 4 24268085
S4_24468633 4 24468633
S4_24484168 4 24484168
S4_24503740 4 24503740
S4_24503767 4 24503767
S4_24503816 4 24503816
S4_24503858 4 24503858
S4_24503871 4 24503871
S4_24503875 4 24503875
S4_24503897 4 24503897
S4_24531088 4 24531088
S4_24531105 4 24531105
S4_24531126 4 24531126
S4_24536861 4 24536861
S4_24538782 4 24538782
S4_24548022 4 24548022
S4_24551308 4 24551308
S4_24553140 4 24553140
S4_24553171 4 24553171
S4_24555060 4 24555060
S4_24566686 4 24566686
S4_24576588 4 24576588
S4_24576849 4 24576849
S4_24589591 4 24589591
S4_24622555 4 24622555
S4_24628530 4 24628530
S4_24628533 4 24628533
S4_24640442 4 24640442
S4_24650771 4 24650771
S4_24650801 4 24650801
S4_24650803 4 24650803
S4_24672769 4 24672769
S4_24672807 4 24672807
S4_24704587 4 24704587
S4_24704971 4 24704971
S4_24732993 4 24732993
S4_24733114 4 24733114
S4_24733124 4 24733124
S4_24733129 4 24733129
S4_24737360 4 24737360
S4_24737418 4 24737418
S4_24737428 4 24737428
S4_24737446 4 24737446
S4_24737492 4 24737492
S4_24737509 4 24737509
S4_24737550 4 24737550
S4_24784669 4 24784669
S4_24784676 4 24784676
S4_24784678 4 24784678
S4_24817464 4 24817464
S4_24817518 4 24817518
S4_24817565 4 24817565
S4_24869672 4 24869672
S4_24944052 4 24944052
S4_24947517 4 24947517
S4_24947553 4 24947553
S4_24956257 4 24956257
S4_24956261 4 24956261
S4_24956299 4 24956299
S4_24967548 4 24967548
S4_24974700 4 24974700
S4_24977081 4 24977081
S4_24977114 4 24977114
S4_24977178 4 24977178
S4_24989405 4 24989405
S4_24989432 4 24989432
S4_24989437 4 24989437
S4_24992065 4 24992065
S4_24992098 4 24992098
S4_24992139 4 24992139
S4_24996210 4 24996210
S4_25000577 4 25000577
S4_25000661 4 25000661
S4_25040335 4 25040335
S4_25040340 4 25040340
S4_25051035 4 25051035
S4_25063941 4 25063941
S4_25075037 4 25075037
S4_25075045 4 25075045
S4_25079439 4 25079439
S4_25091547 4 25091547
S4_25119825 4 25119825
S4_25119830 4 25119830
S4_25119839 4 25119839
S4_25119924 4 25119924
S4_25137098 4 25137098
S4_25137111 4 25137111
S4_25138526 4 25138526
S4_25157479 4 25157479
S4_25180570 4 25180570
S4_25180867 4 25180867
S4_25180905 4 25180905
S4_25180939 4 25180939
S4_25193072 4 25193072
S4_25194224 4 25194224
S4_25194403 4 25194403
S4_25195376 4 25195376
S4_25198783 4 25198783
S4_25212032 4 25212032
S4_25212052 4 25212052
S4_25212060 4 25212060
S4_25218248 4 25218248
S4_25219419 4 25219419
S4_25219434 4 25219434
S4_25220333 4 25220333
S4_25220370 4 25220370
S4_25242214 4 25242214
S4_25263439 4 25263439
S4_25297390 4 25297390
S4_25299666 4 25299666
S4_25325290 4 25325290
S4_25329318 4 25329318
S4_25329324 4 25329324
S4_25329383 4 25329383
S4_25329409 4 25329409
S4_25363707 4 25363707
S4_25363716 4 25363716
S4_25363737 4 25363737
S4_25369653 4 25369653
S4_25391904 4 25391904
S4_25400153 4 25400153
S4_25419032 4 25419032
S4_25431060 4 25431060
S4_25431238 4 25431238
S4_25469912 4 25469912
S4_25469924 4 25469924
S4_25515557 4 25515557
S4_25515610 4 25515610
S4_25518327 4 25518327
S4_25518348 4 25518348
S4_25522528 4 25522528
S4_25522695 4 25522695
S4_25522707 4 25522707
S4_25562290 4 25562290
S4_25568993 4 25568993
S4_25569031 4 25569031
S4_25608604 4 25608604
S4_25608649 4 25608649
S4_25635791 4 25635791
S4_25635811 4 25635811
S4_25665047 4 25665047
S4_25788367 4 25788367
S4_25788476 4 25788476
S4_25788538 4 25788538
S4_25788560 4 25788560
S4_25788567 4 25788567
S4_25790275 4 25790275
S4_25790276 4 25790276
S4_25803413 4 25803413
S4_25803442 4 25803442
S4_25803458 4 25803458
S4_25822064 4 25822064
S4_25822118 4 25822118
S4_25823312 4 25823312
S4_25823327 4 25823327
S4_25823445 4 25823445
S4_25823546 4 25823546
S4_25823700 4 25823700
S4_25834272 4 25834272
S4_25844520 4 25844520
S4_25845940 4 25845940
S4_25848836 4 25848836
S4_25908036 4 25908036
S4_25908050 4 25908050
S4_25908106 4 25908106
S4_25908254 4 25908254
S4_25908286 4 25908286
S4_25908335 4 25908335
S4_25908370 4 25908370
S4_25908853 4 25908853
S4_25921846 4 25921846
S4_25926358 4 25926358
S4_25926919 4 25926919
S4_25926953 4 25926953
S4_25936304 4 25936304
S4_25951722 4 25951722
S4_25951726 4 25951726
S4_26065900 4 26065900
S4_26065901 4 26065901
S4_26140825 4 26140825
S4_26192496 4 26192496
S4_26192524 4 26192524
S4_26192525 4 26192525
S4_26192526 4 26192526
S4_26210185 4 26210185
S4_26210201 4 26210201
S4_26210259 4 26210259
S4_26210266 4 26210266
S4_26210301 4 26210301
S4_26210616 4 26210616
S4_26212577 4 26212577
S4_26212607 4 26212607
S4_26228663 4 26228663
S4_26228674 4 26228674
S4_26228682 4 26228682
S4_26243938 4 26243938
S4_26243966 4 26243966
S4_26250215 4 26250215
S4_26258692 4 26258692
S4_26258707 4 26258707
S4_26261953 4 26261953
S4_26262067 4 26262067
S4_26267490 4 26267490
S4_26267517 4 26267517
S4_26267609 4 26267609
S4_26277168 4 26277168
S4_26277198 4 26277198
S4_26289555 4 26289555
S4_26300844 4 26300844
S4_26300976 4 26300976
S4_26300994 4 26300994
S4_26301530 4 26301530
S4_26304131 4 26304131
S4_26304704 4 26304704
S4_26311952 4 26311952
S4_26335742 4 26335742
S4_26342171 4 26342171
S4_26342221 4 26342221
S4_26342279 4 26342279
S4_26342333 4 26342333
S4_26346592 4 26346592
S4_26346609 4 26346609
S4_26346629 4 26346629
S4_26350908 4 26350908
S4_26350914 4 26350914
S4_26350978 4 26350978
S4_26351433 4 26351433
S4_26351466 4 26351466
S4_26368212 4 26368212
S4_26380216 4 26380216
S4_26380217 4 26380217
S4_26451992 4 26451992
S4_26451997 4 26451997
S4_26452030 4 26452030
S4_26452072 4 26452072
S4_26510491 4 26510491
S4_26524272 4 26524272
S4_26581196 4 26581196
S4_26621650 4 26621650
S4_26621678 4 26621678
S4_26621697 4 26621697
S4_26648132 4 26648132
S4_26659314 4 26659314
S4_26659318 4 26659318
S4_26659434 4 26659434
S4_26672623 4 26672623
S4_26682144 4 26682144
S4_26693883 4 26693883
S4_26695537 4 26695537
S4_26695942 4 26695942
S4_26695967 4 26695967
S4_26696047 4 26696047
S4_26698154 4 26698154
S4_26698382 4 26698382
S4_26698544 4 26698544
S4_26703519 4 26703519
S4_26703708 4 26703708
S4_26703719 4 26703719
S4_26703738 4 26703738
S4_26707810 4 26707810
S4_26714505 4 26714505
S4_26714511 4 26714511
S4_26715939 4 26715939
S4_26716028 4 26716028
S4_26716095 4 26716095
S4_26717902 4 26717902
S4_26718075 4 26718075
S4_26720580 4 26720580
